regime,comparison,reference,window,corrected_rate,reference_rate,rate_ratio,rate_difference,kinetic_crossover
GSC_GBTJ,corrected_vs_no_C,GS,N80_to_70,,,,,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N190_to_175,0.014069768886309576,0.0065470237249765145,2.1490328242792565,0.0075227451613330614,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N175_to_160,0.020916966191835487,0.003789641554593173,5.519510457785492,0.017127324637242314,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N190_to_160,0.018094858173454582,0.004492290368833136,4.027980537276509,0.013602567804621445,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N160_to_140,0.010602703075028603,0.004881540514902419,2.171999401144077,0.005721162560126184,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N140_to_120,0.01049195390277925,0.0035708990593141723,2.938182717714328,0.006921054843465078,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N120_to_100,0.006502138112740606,0.025921848281912484,0.250836207435008,-0.019419710169171878,True
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N100_to_80,0.007061993888718469,,,,False
GSC_GBTJ,corrected_vs_legacy_C,LEGACY_GSC,N80_to_70,,,,,False
TSC_GBTJ,corrected_vs_no_C,TS,N190_to_175,0.011870354585874944,0.01141006625483653,1.04034054849097,0.00046028833103841336,False
TSC_GBTJ,corrected_vs_no_C,TS,N175_to_160,0.00018508061717156465,0.0008357374028088614,0.22145786050680538,-0.0006506567856372968,True
TSC_GBTJ,corrected_vs_no_C,TS,N190_to_160,0.0003287117336279941,0.0014797932819490922,0.22213354908263627,-0.0011510815483210981,False
TSC_GBTJ,corrected_vs_no_C,TS,N160_to_140,,,,,False
TSC_GBTJ,corrected_vs_no_C,TS,N140_to_120,,,,,False
TSC_GBTJ,corrected_vs_no_C,TS,N120_to_100,,,,,False
TSC_GBTJ,corrected_vs_no_C,TS,N100_to_80,,,,,False
TSC_GBTJ,corrected_vs_no_C,TS,N80_to_70,,,,,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N190_to_175,0.011870354585874944,0.007220323303997821,1.6440198154703747,0.004650031281877123,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N175_to_160,0.00018508061717156465,0.0035992498540121497,0.05142199754908704,-0.0034141692368405852,True
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N190_to_160,0.0003287117336279941,0.004249928681936981,0.07734523523302463,-0.003921216948308987,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N160_to_140,,0.0038162248701811723,,,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N140_to_120,,0.004359517159352581,,,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N120_to_100,,0.01783818947743973,,,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N100_to_80,,,,,False
TSC_GBTJ,corrected_vs_legacy_C,LEGACY_TSC,N80_to_70,,,,,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N190_to_175,0.017783611778605487,0.015856553162353088,1.1215307385231523,0.0019270586162523987,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N175_to_160,0.019951784315337843,0.01652096943703372,1.2076642591332165,0.003430814878304121,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N190_to_160,0.01847326487745463,0.014742632425886434,1.2530506319222623,0.0037306324515681954,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N160_to_140,0.0077779033039679915,0.008683854692204666,0.8956740502521385,-0.0009059513882366749,True
GTSC_GBTJ,corrected_vs_no_C,GTS,N140_to_120,0.008071485790581921,0.00935909266529628,0.8624218264780268,-0.0012876068747143584,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N120_to_100,0.007001279087875224,0.010185913723616607,0.6873491448923594,-0.0031846346357413836,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N100_to_80,0.0037013062005107258,0.004790751573537956,0.7725940583008194,-0.0010894453730272303,False
GTSC_GBTJ,corrected_vs_no_C,GTS,N80_to_70,,,,,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N190_to_175,0.017783611778605487,0.006830527118259058,2.603548960528556,0.010953084660346429,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N175_to_160,0.019951784315337843,0.0036024060151906524,5.5384607485122475,0.01634937830014719,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N190_to_160,0.01847326487745463,0.004298783051008866,4.297324302774294,0.014174481826445763,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N160_to_140,0.0077779033039679915,0.004627627770473167,1.6807538742842134,0.003150275533494825,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N140_to_120,0.008071485790581921,0.003907068172022241,2.065867662197519,0.00416441761855968,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N120_to_100,0.007001279087875224,0.012865978252472047,0.544169976855822,-0.005864699164596823,True
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N100_to_80,0.0037013062005107258,,,,False
GTSC_GBTJ,corrected_vs_legacy_C,LEGACY_GTSC,N80_to_70,,,,,False
