campaign,regime,path,ending_step,ending_time,ending_grains,G_occupancy,T_occupancy,C_occupancy,f_GB,f_TJ,max_conservation_residual,N190_160_samples,N190_160_time_start,N190_160_time_end,N190_160_duration,N190_160_N_start,N190_160_N_end,N190_160_growth_rate,N190_160_jerkiness_CV,N190_160_stationary_fraction,N190_160_motion_top_5pct
corrected,C_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/C_GB-T900-s5101,3149,125.96000000000848,70,0.0,0.0,0.03622354370484046,1.0,0.0,3.637978807091713e-12,9,4.000000000000003,19.99999999999975,15.999999999999748,188,161,0.0329095099979542,0.9361870529951458,0.0,0.37495407558678834
corrected,GC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GC_GB-T900-s5101,4072,162.88000000000187,70,0.11568799298860649,0.0,0.02782646801051709,1.0,0.0,6.821210263296962e-12,12,6.000000000000004,27.99999999999958,21.999999999999577,187,160,0.024411227711166373,0.5796561811979415,0.09090909090909091,0.19241996121896363
corrected,TC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/TC_GB-T900-s5101,3435,137.40000000000694,70,0.0,0.07354357246027925,0.020665009322560598,1.0,0.0,5.002220859751105e-12,10,6.000000000000004,23.999999999999662,17.99999999999966,185,162,0.019795727924947187,0.47745357571560687,0.0,0.2334283935871753
corrected,SC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/SC_GB-T900-s5101,10000,400.000000000057,166,0.0,0.0,0.01723158492709714,1.0,0.0,3.183231456205249e-11,199,4.000000000000003,400.000000000057,396.000000000057,190,166,0.00029168067730775063,3.816126197799754,0.30808080808080807,0.7345930798283475
corrected,GTC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GTC_GB-T900-s5101,4632,185.2799999999974,70,0.1102764423076923,0.05684696092619392,0.01759722869119702,1.0,0.0,6.139089236967266e-12,15,6.000000000000004,33.99999999999945,27.99999999999945,189,160,0.01709057210180703,0.916084629111085,0.07142857142857142,0.24536108764448766
corrected,GSC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GSC_GB-T900-s5101,10000,400.000000000057,83,0.036406581688077415,0.0,0.02167651660869652,1.0,0.0,5.161382432561368e-11,18,6.000000000000004,39.999999999999325,33.99999999999932,188,160,0.01832219476621482,0.9307813697886383,0.0,0.21640255518027993
corrected,TSC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/TSC_GB-T900-s5101,10000,400.000000000057,166,0.0,0.03942216421452302,0.006204767603716697,1.0,0.0,3.2514435588382185e-11,198,6.000000000000004,400.000000000057,394.000000000057,188,166,0.0005002920970930036,3.1365384221616583,0.3248730964467005,0.634197527455036
corrected,GTSC_GB,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GTSC_GB-T900-s5101,10000,400.000000000057,90,0.031340662326195166,0.04758332657529803,0.010998457853463267,1.0,0.0,3.2287061912938946e-11,21,6.000000000000004,45.9999999999992,39.99999999999919,189,160,0.015465013671066502,0.7211812343341345,0.0,0.1347202042450793
corrected,C_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/C_GBTJ-T900-s5101,2819,112.76000000000644,70,0.0,0.0010403507468232146,0.012086029691663494,0.4351949764866409,0.5648050235133589,3.183231456205249e-12,8,4.000000000000003,17.999999999999794,13.99999999999979,189,162,0.03794724074517897,0.66204954072446,0.0,0.30406546850899707
corrected,GC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GC_GBTJ-T900-s5101,3897,155.88000000000326,70,0.12238547087031935,0.0004285867352405443,0.008346293416277864,0.5401912829874755,0.4598087170125245,4.092726157978177e-12,11,6.000000000000004,25.999999999999623,19.99999999999962,187,161,0.025662500936422916,0.8319134049078871,0.0,0.31441991406278635
corrected,TC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/TC_GBTJ-T900-s5101,2789,111.56000000000624,70,0.0,0.0011247750449910018,0.012443738416732858,0.4436930394111857,0.5563069605888143,6.252776074688882e-12,8,4.000000000000003,17.999999999999794,13.99999999999979,188,162,0.0376800906336273,0.6775229861654507,0.14285714285714285,0.2617618671260138
corrected,SC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/SC_GBTJ-T900-s5101,10000,400.000000000057,165,0.0,0.0001921598770176787,0.00860753530574416,0.4137976527894122,0.5862023472105878,3.5470293369144195e-11,198,6.000000000000004,400.000000000057,394.000000000057,185,165,0.0004158905904424048,3.3980662287939953,0.27918781725888325,0.647796758652755
corrected,GTC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GTC_GBTJ-T900-s5101,3990,159.60000000000252,70,0.12212862749018921,0.0002626050420168067,0.008044439175572002,0.5347884448614205,0.4652115551385793,4.547473508864641e-12,11,6.000000000000004,25.999999999999623,19.99999999999962,187,160,0.024740959356832837,0.65544051208761,0.0,0.24765165734945543
corrected,GSC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GSC_GBTJ-T900-s5101,10000,400.000000000057,85,0.03588288947468653,4.227436060029592e-05,0.00879799291537201,0.4857570929727354,0.5142429070272647,5.2523319027386606e-11,17,6.000000000000004,37.99999999999937,31.999999999999364,188,160,0.018094858173454582,0.8133179542070624,0.0,0.17562389462931385
corrected,TSC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/TSC_GBTJ-T900-s5101,10000,400.000000000057,166,0.0,0.00028122317278943786,0.01019198497375025,0.3915536904232214,0.6084463095767786,2.0099832909181714e-10,198,6.000000000000004,400.000000000057,394.000000000057,185,166,0.0003287117336279941,3.5405183387533428,0.25888324873096447,0.7201919556190552
corrected,GTSC_GBTJ,results/jerky_area_loss_factorial_long_20260822/20260823T012141Z-b907865386/GTSC_GBTJ-T900-s5101,10000,400.000000000057,91,0.03228262374181811,0.00012511468846442572,0.009993695252659395,0.4793692137288585,0.5206307862711413,4.3200998334214085e-11,16,6.000000000000004,35.99999999999941,29.999999999999407,188,161,0.01847326487745463,0.6911342290723212,0.0,0.13578542881049133
non_c,B0,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/B0-T900-s5101,2700,108.00000000000568,69,0.0,0.0,0.0,0.0,0.0,0.0,95,2.8800000000000017,17.919999999999796,15.039999999999793,190,160,0.040375975156180376,0.9733391559210847,0.0,0.18130123618481914
non_c,G,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/G-T900-s5101,3931,157.240000000003,70,0.12488662527035513,0.0,0.0,0.0,0.0,0.0,136,4.320000000000003,25.919999999999625,21.59999999999962,190,161,0.024481694496542774,1.2912790038190798,0.0,0.22754278375308035
non_c,T,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/T-T900-s5101,3084,123.36000000000809,70,0.0,0.08277811427417726,0.0,0.0,0.0,0.0,118,3.8400000000000025,22.559999999999697,18.719999999999693,190,160,0.0264384119787694,1.2444670640288082,0.0,0.2566737736615563
non_c,S,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/S-T900-s5101,10000,400.000000000057,163,0.0,0.0,0.0,0.0,0.0,0.0,364,3.360000000000002,400.000000000057,396.640000000057,190,163,0.0010087983581749814,3.3952970591554164,0.43526170798898073,0.7258226065011296
non_c,GT,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/GT-T900-s5101,4246,169.8400000000005,70,0.11454982667624372,0.061381074168797956,0.0,0.0,0.0,0.0,161,5.280000000000004,30.87999999999952,25.599999999999515,190,160,0.019235270606463854,1.394091925393598,0.0,0.24183076630595707
non_c,GS,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/GS-T900-s5101,10000,400.000000000057,88,0.02976003939651699,0.0,0.0,0.0,0.0,0.0,174,4.640000000000003,35.99999999999941,31.359999999999406,190,160,0.018210368234678708,1.7051737685853199,0.0,0.3121845587581411
non_c,TS,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/TS-T900-s5101,10000,400.000000000057,163,0.0,0.0450544015825915,0.0,0.0,0.0,0.0,356,4.640000000000003,400.000000000057,395.360000000057,190,163,0.0014797932819490922,3.1669744791903867,0.4563380281690141,0.7076429887033793
non_c,GTS,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/GTS-T900-s5101,10000,400.000000000057,85,0.02977450683872702,0.06177985387471553,0.0,0.0,0.0,0.0,171,5.920000000000004,45.9999999999992,40.079999999999195,190,160,0.014742632425886434,1.8075862870291026,0.0,0.336499172341259
non_c,QIU,results/jerky_long_non_c_20260822/20260823T012450Z-364b2906f9/QIU-T900-s5101,10000,400.000000000057,135,0.0,0.0,0.0,0.0,0.0,0.0,186,3.200000000000002,41.99999999999928,38.79999999999928,190,160,0.020806115654896706,1.8747860134479193,0.04864864864864865,0.35414710946447603
legacy,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101,10000,400.000000000057,117,0.0,0.0,0.4701082062152763,0.0,0.0,0.0,766,15.039999999999855,137.44000000000693,122.40000000000708,190,160,0.004708074602664175,3.575198070715704,0.023529411764705882,0.6983075426086405
legacy,LEGACY_GC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_GC-T900-s5101,10000,400.000000000057,117,0.023602053559039823,0.0,0.43948938531982795,0.0,0.0,0.0,730,15.839999999999838,132.48000000000792,116.64000000000809,190,160,0.004855987322510432,3.2455157665009207,0.03155006858710562,0.6936293501072365
legacy,LEGACY_TC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_TC-T900-s5101,10000,400.000000000057,117,0.0,0.011166837540524813,0.3096334720927442,0.0,0.0,0.0,775,16.31999999999983,142.00000000000605,125.68000000000623,190,160,0.004485866803738397,3.3454021273237213,0.025839793281653745,0.6953677848035611
legacy,LEGACY_SC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_SC-T900-s5101,10000,400.000000000057,117,0.0,0.0,0.45472945808437193,0.0,0.0,0.0,783,14.87999999999986,140.00000000000642,125.12000000000657,190,160,0.0045019251382720105,3.452994075487433,0.026854219948849106,0.6949807870393907
legacy,LEGACY_GTC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_GTC-T900-s5101,10000,400.000000000057,118,0.024011571841851494,0.011086968633350047,0.2921613450335521,0.0,0.0,0.0,754,18.399999999999785,138.88000000000665,120.48000000000687,190,160,0.004362653801508601,3.2726809558053205,0.03187250996015936,0.6909163481858575
legacy,LEGACY_GSC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_GSC-T900-s5101,10000,400.000000000057,116,0.02340145479736751,0.0,0.4282784897817804,0.0,0.0,0.0,772,16.479999999999826,139.84000000000646,123.36000000000664,190,160,0.004492290368833136,3.3215394150289845,0.02204928664072633,0.6921401934914378
legacy,LEGACY_TSC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_TSC-T900-s5101,10000,400.000000000057,115,0.0,0.01239133434524631,0.29836643618633096,0.0,0.0,0.0,778,16.31999999999983,148.00000000000483,131.680000000005,190,160,0.004249928681936981,3.3835767394787646,0.019305019305019305,0.6797011124466146
legacy,LEGACY_GTSC,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_GTSC-T900-s5101,10000,400.000000000057,115,0.02340689655172414,0.011609734315695468,0.2837481076690175,0.0,0.0,0.0,760,18.87999999999977,144.00000000000563,125.12000000000586,190,160,0.004298783051008866,3.351577334247368,0.019762845849802372,0.6825035099859432
