campaign,regime,window,N_high,N_low,samples,time_start,time_end,duration,N_start,N_end,growth_rate,jerkiness_CV,stationary_fraction,motion_top_5pct
non_c,TS,N175_to_160,175,160,218,26.719999999999608,400.000000000057,373.2800000000574,175.0,163.0,0.0008357374028088614,5.7826716971813426,0.4055299539170507,0.7252543032766466
non_c,TS,N190_to_160,190,160,356,4.640000000000003,400.000000000057,395.360000000057,190.0,163.0,0.0014797932819490922,3.1669744791903867,0.4563380281690141,0.7076429887033793
non_c,TS,N160_to_140,160,140,0,,,,,,,,,
non_c,TS,N140_to_120,140,120,0,,,,,,,,,
non_c,TS,N120_to_100,120,100,0,,,,,,,,,
non_c,TS,N100_to_80,100,80,0,,,,,,,,,
non_c,TS,N80_to_70,80,70,0,,,,,,,,,
non_c,GTS,N190_to_175,190,175,108,5.920000000000004,23.039999999999687,17.11999999999968,190.0,175.0,0.015856553162353088,1.6010894632983883,0.0,0.2946482797283229
non_c,GTS,N175_to_160,175,160,80,20.47999999999974,45.9999999999992,25.519999999999456,175.0,160.0,0.01652096943703372,2.2307471874419362,0.0,0.455484900858049
non_c,GTS,N190_to_160,190,160,171,5.920000000000004,45.9999999999992,40.079999999999195,190.0,160.0,0.014742632425886434,1.8075862870291026,0.0,0.336499172341259
non_c,GTS,N160_to_140,160,140,27,45.9999999999992,98.00000000000412,52.000000000004924,160.0,141.0,0.008683854692204666,0.7132750837319809,0.0,0.20971950109346166
non_c,GTS,N140_to_120,140,120,29,100.00000000000443,156.00000000000324,55.999999999998806,137.0,121.0,0.00935909266529628,1.0873514240102728,0.0,0.29468482842009297
non_c,GTS,N120_to_100,120,100,42,158.00000000000284,239.99999999998653,81.99999999998369,119.0,101.0,0.010185913723616607,0.8743443921036865,0.0,0.22458034784705236
non_c,GTS,N100_to_80,100,80,80,241.99999999998613,400.000000000057,158.00000000007088,99.0,85.0,0.004790751573537956,1.8530441715305312,0.0,0.3656382726688028
non_c,GTS,N80_to_70,80,70,0,,,,,,,,,
non_c,QIU,N190_to_175,190,175,62,3.200000000000002,12.9599999999999,9.759999999999899,190.0,175.0,0.0364055381190021,1.4431561243418065,0.0,0.3197440197476533
non_c,QIU,N175_to_160,175,160,130,12.159999999999917,41.99999999999928,29.839999999999364,175.0,160.0,0.016017713417856374,2.197545788992835,0.031007751937984496,0.43988316946874423
non_c,QIU,N190_to_160,190,160,186,3.200000000000002,41.99999999999928,38.79999999999928,190.0,160.0,0.020806115654896706,1.8747860134479193,0.04864864864864865,0.35414710946447603
non_c,QIU,N160_to_140,160,140,151,41.99999999999928,342.00000000002734,300.0000000000281,160.0,140.0,0.0020016202859962687,1.9564492075669366,0.14,0.370728463471999
non_c,QIU,N140_to_120,140,120,36,330.0000000000212,400.000000000057,70.00000000003581,140.0,135.0,0.003785915842599893,1.9585804334416577,0.2857142857142857,0.35123100972451243
non_c,QIU,N120_to_100,120,100,0,,,,,,,,,
non_c,QIU,N100_to_80,100,80,0,,,,,,,,,
non_c,QIU,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_C,N190_to_175,190,175,295,15.039999999999855,62.07999999999885,47.03999999999899,190.0,175.0,0.008108919558754644,3.0259834501253606,0.023809523809523808,0.7149396185666456
legacy,LEGACY_C,N175_to_160,175,160,488,59.51999999999891,137.44000000000693,77.92000000000803,175.0,160.0,0.004205416858354633,4.025860966317487,0.026694045174537988,0.676462994102838
legacy,LEGACY_C,N190_to_160,190,160,766,15.039999999999855,137.44000000000693,122.40000000000708,190.0,160.0,0.004708074602664175,3.575198070715704,0.023529411764705882,0.6983075426086405
legacy,LEGACY_C,N160_to_140,160,140,78,135.36000000000735,235.99999999998727,100.63999999997992,160.0,140.0,0.0043902175996715555,2.612018351747444,0.0,0.4588429965132594
legacy,LEGACY_C,N140_to_120,140,120,75,227.9999999999889,376.0000000000448,148.0000000000559,140.0,120.0,0.0038260977463450865,1.259728199384562,0.0,0.26685686497250255
legacy,LEGACY_C,N120_to_100,120,100,13,376.0000000000448,400.000000000057,24.00000000001222,120.0,117.0,0.004089985604030844,0.9940412601253357,0.0,0.24463317958433717
legacy,LEGACY_C,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_C,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_GC,N190_to_175,190,175,322,15.839999999999838,67.1999999999993,51.35999999999947,190.0,175.0,0.006654497937211209,3.118031230706716,0.03115264797507788,0.7097384188959346
legacy,LEGACY_GC,N175_to_160,175,160,457,59.51999999999891,132.48000000000792,72.96000000000902,175.0,160.0,0.004439374622495926,3.438365376825161,0.02850877192982456,0.6658089817907792
legacy,LEGACY_GC,N190_to_160,190,160,730,15.839999999999838,132.48000000000792,116.64000000000809,190.0,160.0,0.004855987322510432,3.2455157665009207,0.03155006858710562,0.6936293501072365
legacy,LEGACY_GC,N160_to_140,160,140,118,129.28000000000856,239.99999999998653,110.71999999997797,160.0,140.0,0.004715095411707503,3.091318080614254,0.02564102564102564,0.5607739498649514
legacy,LEGACY_GC,N140_to_120,140,120,75,237.99999999998693,386.00000000004985,148.00000000006293,140.0,120.0,0.0033926449473729832,1.0564421583448715,0.0,0.18731146366945356
legacy,LEGACY_GC,N120_to_100,120,100,10,382.0000000000478,400.000000000057,18.00000000000921,120.0,117.0,0.001420402781734301,1.1575654407169136,0.0,0.44675330544427505
legacy,LEGACY_GC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_GC,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_TC,N190_to_175,190,175,300,16.31999999999983,64.15999999999883,47.839999999999,190.0,175.0,0.0077547775439727054,3.064337622112891,0.030100334448160536,0.7167424600887671
legacy,LEGACY_TC,N175_to_160,175,160,499,60.47999999999889,142.00000000000605,81.52000000000717,175.0,160.0,0.0041477953726763465,3.5954814076677177,0.01606425702811245,0.6656588146718213
legacy,LEGACY_TC,N190_to_160,190,160,775,16.31999999999983,142.00000000000605,125.68000000000623,190.0,160.0,0.004485866803738397,3.3454021273237213,0.025839793281653745,0.6953677848035611
legacy,LEGACY_TC,N160_to_140,160,140,75,136.00000000000722,237.99999999998693,101.9999999999797,160.0,140.0,0.003827530948835918,1.3768108962889638,0.0,0.3102421053595127
legacy,LEGACY_TC,N140_to_120,140,120,74,237.99999999998693,384.0000000000488,146.00000000006185,140.0,120.0,0.004292948898309625,1.0743266989457703,0.0,0.19302849636324437
legacy,LEGACY_TC,N120_to_100,120,100,12,378.00000000004576,400.000000000057,22.000000000011255,120.0,117.0,0.006163119688550592,1.0159222490599311,0.0,0.2675822429734353
legacy,LEGACY_TC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_TC,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_SC,N190_to_175,190,175,295,14.87999999999986,61.91999999999886,47.039999999999,190.0,175.0,0.007943957899320685,3.2326604870141495,0.04081632653061224,0.7195883788904832
legacy,LEGACY_SC,N175_to_160,175,160,492,61.43999999999887,140.00000000000642,78.56000000000756,175.0,160.0,0.0038152021586158177,3.6095798760755953,0.024439918533604887,0.6738744584399209
legacy,LEGACY_SC,N190_to_160,190,160,783,14.87999999999986,140.00000000000642,125.12000000000657,190.0,160.0,0.0045019251382720105,3.452994075487433,0.026854219948849106,0.6949807870393907
legacy,LEGACY_SC,N160_to_140,160,140,62,138.0800000000068,237.99999999998693,99.91999999998012,160.0,140.0,0.004342881043783907,1.2339679931776495,0.0,0.318035382808014
legacy,LEGACY_SC,N140_to_120,140,120,72,231.9999999999881,374.0000000000437,142.00000000005562,140.0,121.0,0.004078848826124403,1.0848458996776975,0.0,0.20455767527978716
legacy,LEGACY_SC,N120_to_100,120,100,13,376.0000000000448,400.000000000057,24.00000000001222,119.0,117.0,-0.0001657142590684725,1.0923385636167042,0.0,0.29068028586527345
legacy,LEGACY_SC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_SC,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_GTC,N190_to_175,190,175,308,18.399999999999785,67.51999999999936,49.11999999999957,190.0,175.0,0.006759835998493261,3.101528417773973,0.035830618892508145,0.721082540673244
legacy,LEGACY_GTC,N175_to_160,175,160,491,60.47999999999889,138.88000000000665,78.40000000000776,175.0,160.0,0.00397561187153839,3.4740370735959534,0.022448979591836733,0.654782952860702
legacy,LEGACY_GTC,N190_to_160,190,160,754,18.399999999999785,138.88000000000665,120.48000000000687,190.0,160.0,0.004362653801508601,3.2726809558053205,0.03187250996015936,0.6909163481858575
legacy,LEGACY_GTC,N160_to_140,160,140,75,136.32000000000716,241.99999999998613,105.67999999997897,160.0,141.0,0.0050774201782085885,2.7604015411113036,0.02702702702702703,0.5384570651018414
legacy,LEGACY_GTC,N140_to_120,140,120,71,243.99999999998573,384.0000000000488,140.00000000006304,139.0,121.0,0.003437319401863137,1.0037067250057008,0.0,0.17002718596882202
legacy,LEGACY_GTC,N120_to_100,120,100,8,386.00000000004985,400.000000000057,14.000000000007162,119.0,118.0,0.00013292128378547863,1.0043697438593053,0.0,0.4920866345434814
legacy,LEGACY_GTC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_GTC,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_GSC,N190_to_175,190,175,322,16.479999999999826,67.8399999999994,51.35999999999958,190.0,175.0,0.0065470237249765145,3.122310463184839,0.021806853582554516,0.7105022595615145
legacy,LEGACY_GSC,N175_to_160,175,160,503,59.51999999999891,139.84000000000646,80.32000000000755,175.0,160.0,0.003789641554593173,3.5503780956157,0.0199203187250996,0.6623185172743924
legacy,LEGACY_GSC,N190_to_160,190,160,772,16.479999999999826,139.84000000000646,123.36000000000664,190.0,160.0,0.004492290368833136,3.3215394150289845,0.02204928664072633,0.6921401934914378
legacy,LEGACY_GSC,N160_to_140,160,140,57,138.88000000000665,237.99999999998693,99.11999999998028,160.0,141.0,0.004881540514902419,2.463678637228156,0.0,0.4553802942529601
legacy,LEGACY_GSC,N140_to_120,140,120,76,239.99999999998653,390.0000000000519,150.00000000006537,139.0,121.0,0.0035708990593141723,1.3787080280983541,0.0,0.29623657295767003
legacy,LEGACY_GSC,N120_to_100,120,100,5,392.0000000000529,400.000000000057,8.000000000004093,119.0,116.0,0.025921848281912484,0.9634563527144108,0.0,0.6296648653780899
legacy,LEGACY_GSC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_GSC,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_TSC,N190_to_175,190,175,318,16.31999999999983,67.03999999999928,50.71999999999945,190.0,175.0,0.007220323303997821,3.136592646136938,0.022082018927444796,0.7145476083464803
legacy,LEGACY_TSC,N175_to_160,175,160,492,62.07999999999885,148.00000000000483,85.92000000000598,175.0,160.0,0.0035992498540121497,3.6340250019854152,0.018329938900203666,0.6394456786346144
legacy,LEGACY_TSC,N190_to_160,190,160,778,16.31999999999983,148.00000000000483,131.680000000005,190.0,160.0,0.004249928681936981,3.3835767394787646,0.019305019305019305,0.6797011124466146
legacy,LEGACY_TSC,N160_to_140,160,140,53,144.00000000000563,247.9999999999849,103.99999999997928,160.0,140.0,0.0038162248701811723,1.108054741508107,0.0,0.2326327973731685
legacy,LEGACY_TSC,N140_to_120,140,120,71,245.9999999999853,386.00000000004985,140.00000000006455,140.0,120.0,0.004359517159352581,1.4594836592788032,0.0,0.34420999274879965
legacy,LEGACY_TSC,N120_to_100,120,100,10,382.0000000000478,400.000000000057,18.00000000000921,120.0,115.0,0.01783818947743973,0.6513029502333101,0.0,0.18953648380205482
legacy,LEGACY_TSC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_TSC,N80_to_70,80,70,0,,,,,,,,,
legacy,LEGACY_GTSC,N190_to_175,190,175,308,18.87999999999977,67.99999999999943,49.11999999999966,190.0,175.0,0.006830527118259058,3.1336695247308026,0.013029315960912053,0.7270653351044413
legacy,LEGACY_GTSC,N175_to_160,175,160,497,60.95999999999888,144.00000000000563,83.04000000000676,175.0,160.0,0.0036024060151906524,3.5934211904647073,0.012096774193548387,0.6326581528179476
legacy,LEGACY_GTSC,N190_to_160,190,160,760,18.87999999999977,144.00000000000563,125.12000000000586,190.0,160.0,0.004298783051008866,3.351577334247368,0.019762845849802372,0.6825035099859432
legacy,LEGACY_GTSC,N160_to_140,160,140,51,144.00000000000563,243.99999999998573,99.9999999999801,160.0,140.0,0.004627627770473167,1.2462678504050024,0.0,0.3107011244365936
legacy,LEGACY_GTSC,N140_to_120,140,120,71,243.99999999998573,384.0000000000488,140.00000000006304,140.0,121.0,0.003907068172022241,1.1808928058874717,0.0,0.24439976571987232
legacy,LEGACY_GTSC,N120_to_100,120,100,8,386.00000000004985,400.000000000057,14.000000000007162,119.0,115.0,0.012865978252472047,1.0333136003382508,0.0,0.451117427445858
legacy,LEGACY_GTSC,N100_to_80,100,80,0,,,,,,,,,
legacy,LEGACY_GTSC,N80_to_70,80,70,0,,,,,,,,,
