campaign,regime,window,N_high,N_low,samples,time_start,time_end,duration,N_start,N_end,growth_rate,jerkiness_CV,stationary_fraction,motion_top_5pct
corrected,GTC_GB,N160_to_140,160,140,11,33.99999999999945,53.99999999999903,19.999999999999574,160.0,140.0,0.02079022511690839,0.7394475764077102,0.0,0.2477882672023493
corrected,GTC_GB,N140_to_120,140,120,8,53.99999999999903,67.99999999999943,14.000000000000405,140.0,122.0,0.04260178255163557,0.6214699019790321,0.0,0.30049122539347617
corrected,GTC_GB,N120_to_100,120,100,20,69.99999999999974,108.00000000000568,38.00000000000594,117.0,100.0,0.019610786546058325,0.7305952343394028,0.0,0.17725921470435113
corrected,GTC_GB,N100_to_80,100,80,25,106.00000000000536,154.00000000000364,47.99999999999828,100.0,80.0,0.022644514527840283,0.8234282603297705,0.0,0.26786002757950156
corrected,GTC_GB,N80_to_70,80,70,18,152.00000000000404,185.2799999999974,33.27999999999335,80.0,70.0,0.013313234449192975,0.9237051617856977,0.0,0.26750829889611205
corrected,GSC_GB,N190_to_175,190,175,8,6.000000000000004,19.99999999999975,13.999999999999748,188.0,175.0,0.017676834931905007,0.920599026409834,0.0,0.3647594826486671
corrected,GSC_GB,N175_to_160,175,160,11,19.99999999999975,39.999999999999325,19.999999999999574,175.0,160.0,0.0220439836238014,0.9359226726892667,0.0,0.35974501568715495
corrected,GSC_GB,N190_to_160,190,160,18,6.000000000000004,39.999999999999325,33.99999999999932,188.0,160.0,0.01832219476621482,0.9307813697886383,0.0,0.21640255518027993
corrected,GSC_GB,N160_to_140,160,140,29,35.99999999999941,92.00000000000318,56.00000000000377,160.0,140.0,0.010422726956230269,0.8635699586765511,0.0,0.25528130592849424
corrected,GSC_GB,N140_to_120,140,120,21,92.00000000000318,132.000000000008,40.0000000000048,140.0,120.0,0.020840036755002626,1.0789735781497913,0.0,0.23802239153955507
corrected,GSC_GB,N120_to_100,120,100,71,132.000000000008,271.9999999999916,139.9999999999836,120.0,101.0,0.003816641649327653,1.0804506196835728,0.0,0.19679419329773987
corrected,GSC_GB,N100_to_80,100,80,64,273.9999999999925,400.000000000057,126.00000000006452,99.0,83.0,0.007755737397220079,1.418924262009471,0.0,0.2729637318638537
corrected,GSC_GB,N80_to_70,80,70,0,,,,,,,,,
corrected,TSC_GB,N190_to_175,190,175,13,6.000000000000004,29.999999999999535,23.99999999999953,188.0,175.0,0.01216720539703536,0.900799962350101,0.0,0.2700715235060388
corrected,TSC_GB,N175_to_160,175,160,187,27.99999999999958,400.000000000057,372.0000000000574,175.0,166.0,0.00023912369932641274,3.64878698818357,0.1881720430107527,0.7903802797145227
corrected,TSC_GB,N190_to_160,190,160,198,6.000000000000004,400.000000000057,394.000000000057,188.0,166.0,0.0005002920970930036,3.1365384221616583,0.3248730964467005,0.634197527455036
corrected,TSC_GB,N160_to_140,160,140,0,,,,,,,,,
corrected,TSC_GB,N140_to_120,140,120,0,,,,,,,,,
corrected,TSC_GB,N120_to_100,120,100,0,,,,,,,,,
corrected,TSC_GB,N100_to_80,100,80,0,,,,,,,,,
corrected,TSC_GB,N80_to_70,80,70,0,,,,,,,,,
corrected,GTSC_GB,N190_to_175,190,175,9,6.000000000000004,21.99999999999971,15.999999999999705,189.0,175.0,0.019492906426663573,0.6224876233796707,0.0,0.26848844063339766
corrected,GTSC_GB,N175_to_160,175,160,13,21.99999999999971,45.9999999999992,23.99999999999949,175.0,160.0,0.015848455474308208,0.7691872592380191,0.0,0.21756029738210408
corrected,GTSC_GB,N190_to_160,190,160,21,6.000000000000004,45.9999999999992,39.99999999999919,189.0,160.0,0.015465013671066502,0.7211812343341345,0.0,0.1347202042450793
corrected,GTSC_GB,N160_to_140,160,140,26,43.99999999999924,94.0000000000035,50.000000000004256,160.0,141.0,0.01019609556935823,0.9824829020993086,0.0,0.29090989985665017
corrected,GTSC_GB,N140_to_120,140,120,24,96.0000000000038,142.00000000000605,46.00000000000226,139.0,121.0,0.01836056878822734,0.657880408795995,0.0,0.2337562843517784
corrected,GTSC_GB,N120_to_100,120,100,92,144.00000000000563,326.0000000000192,182.00000000001359,119.0,101.0,0.0044148136461901535,1.4261872405668101,0.0,0.28309729173531556
corrected,GTSC_GB,N100_to_80,100,80,37,328.0000000000202,400.000000000057,72.00000000003683,99.0,90.0,0.009883669665229428,1.217508598698927,0.0,0.18812962968085528
corrected,GTSC_GB,N80_to_70,80,70,0,,,,,,,,,
corrected,C_GBTJ,N190_to_175,190,175,4,4.000000000000003,9.999999999999964,5.999999999999962,189.0,177.0,0.038243417893759575,0.44642034863241675,0.0,0.47337217232438844
corrected,C_GBTJ,N175_to_160,175,160,4,11.99999999999992,17.999999999999794,5.999999999999874,170.0,162.0,0.022599817182706806,0.5620508432321595,0.0,0.5172534933736664
corrected,C_GBTJ,N190_to_160,190,160,8,4.000000000000003,17.999999999999794,13.99999999999979,189.0,162.0,0.03794724074517897,0.66204954072446,0.0,0.30406546850899707
corrected,C_GBTJ,N160_to_140,160,140,6,19.99999999999975,29.999999999999535,9.999999999999783,159.0,140.0,0.051928139492495605,0.8393435701576488,0.0,0.509653899119709
corrected,C_GBTJ,N140_to_120,140,120,6,29.999999999999535,39.999999999999325,9.99999999999979,140.0,123.0,0.05272086151922107,0.7610004817040305,0.0,0.40392487410901495
corrected,C_GBTJ,N120_to_100,120,100,10,41.99999999999928,59.9999999999989,17.999999999999616,116.0,100.0,0.03357900424675204,0.7885465020398167,0.1111111111111111,0.2526086561347325
corrected,C_GBTJ,N100_to_80,100,80,20,59.9999999999989,98.00000000000412,38.00000000000522,100.0,80.0,0.026294082735206753,0.8368720139541145,0.0,0.17060205114445082
corrected,C_GBTJ,N80_to_70,80,70,10,96.0000000000038,112.76000000000644,16.76000000000265,80.0,70.0,0.04407997162613332,1.1164489435111042,0.0,0.43110211840083634
corrected,GC_GBTJ,N190_to_175,190,175,6,6.000000000000004,15.999999999999837,9.999999999999833,187.0,177.0,0.014296785306469266,0.5801140431892268,0.0,0.3834891945622912
corrected,GC_GBTJ,N175_to_160,175,160,5,17.999999999999794,25.999999999999623,7.9999999999998295,170.0,161.0,0.025249662329845084,0.6002910240226451,0.0,0.41886897977366944
corrected,GC_GBTJ,N190_to_160,190,160,11,6.000000000000004,25.999999999999623,19.99999999999962,187.0,161.0,0.025662500936422916,0.8319134049078871,0.0,0.31441991406278635
corrected,GC_GBTJ,N160_to_140,160,140,10,27.99999999999958,45.9999999999992,17.999999999999616,158.0,140.0,0.019326429307839274,1.271131936183098,0.1111111111111111,0.46527036118383097
corrected,GC_GBTJ,N140_to_120,140,120,8,45.9999999999992,59.9999999999989,13.999999999999702,140.0,120.0,0.05620348674276477,0.2943646470429364,0.0,0.21815111834029008
corrected,GC_GBTJ,N120_to_100,120,100,17,59.9999999999989,92.00000000000318,32.000000000004285,120.0,100.0,0.02780436215267506,0.7755615761516275,0.0,0.20695620306868295
corrected,GC_GBTJ,N100_to_80,100,80,25,88.00000000000256,136.00000000000722,48.00000000000466,100.0,80.0,0.02592807946159037,0.9506521993147551,0.0,0.31158191983782274
corrected,GC_GBTJ,N80_to_70,80,70,13,132.000000000008,155.88000000000326,23.879999999995277,80.0,70.0,0.02271402462506729,0.7763156264937455,0.0,0.19929979360730826
corrected,TC_GBTJ,N190_to_175,190,175,4,4.000000000000003,9.999999999999964,5.999999999999962,188.0,177.0,0.03304269297041899,0.7914631150743311,0.3333333333333333,0.6485905121330149
corrected,TC_GBTJ,N175_to_160,175,160,4,11.99999999999992,17.999999999999794,5.999999999999874,172.0,162.0,0.0335417165395231,0.7296976855732278,0.0,0.6363662207192011
corrected,TC_GBTJ,N190_to_160,190,160,8,4.000000000000003,17.999999999999794,13.99999999999979,188.0,162.0,0.0376800906336273,0.6775229861654507,0.14285714285714285,0.2617618671260138
corrected,TC_GBTJ,N160_to_140,160,140,6,19.99999999999975,29.999999999999535,9.999999999999783,159.0,140.0,0.048143727471452534,0.4723062984070699,0.0,0.2862079468831844
corrected,TC_GBTJ,N140_to_120,140,120,6,29.999999999999535,39.999999999999325,9.99999999999979,140.0,122.0,0.057554850599485737,0.41562592308251906,0.0,0.34900511026399866
corrected,TC_GBTJ,N120_to_100,120,100,12,41.99999999999928,63.99999999999881,21.99999999999953,116.0,100.0,0.03346855952041206,0.6054928304137246,0.0,0.20793084186131564
corrected,TC_GBTJ,N100_to_80,100,80,21,59.9999999999989,100.00000000000443,40.000000000005535,100.0,80.0,0.027042560843487454,0.8167544043315302,0.0,0.16882114219205882
corrected,TC_GBTJ,N80_to_70,80,70,9,96.0000000000038,111.56000000000624,15.560000000002447,80.0,70.0,0.04442366156860794,1.1719121133696853,0.0,0.4993126139166255
corrected,SC_GBTJ,N190_to_175,190,175,9,6.000000000000004,21.99999999999971,15.999999999999705,185.0,175.0,0.012424523119790185,1.010246029695509,0.0,0.45445890808094924
corrected,SC_GBTJ,N175_to_160,175,160,191,19.99999999999975,400.000000000057,380.00000000005724,175.0,165.0,0.00027507345472630937,3.457030220998587,0.19473684210526315,0.7473116837416875
corrected,SC_GBTJ,N190_to_160,190,160,198,6.000000000000004,400.000000000057,394.000000000057,185.0,165.0,0.0004158905904424048,3.3980662287939953,0.27918781725888325,0.647796758652755
corrected,SC_GBTJ,N160_to_140,160,140,0,,,,,,,,,
corrected,SC_GBTJ,N140_to_120,140,120,0,,,,,,,,,
corrected,SC_GBTJ,N120_to_100,120,100,0,,,,,,,,,
corrected,SC_GBTJ,N100_to_80,100,80,0,,,,,,,,,
corrected,SC_GBTJ,N80_to_70,80,70,0,,,,,,,,,
corrected,GTC_GBTJ,N190_to_175,190,175,6,6.000000000000004,15.999999999999837,9.999999999999833,187.0,176.0,0.01719366571134555,0.5268666010261582,0.0,0.38930781436460515
corrected,GTC_GBTJ,N175_to_160,175,160,5,17.999999999999794,25.999999999999623,7.9999999999998295,174.0,160.0,0.04493164648223396,0.5019675294749902,0.0,0.4401079010355534
corrected,GTC_GBTJ,N190_to_160,190,160,11,6.000000000000004,25.999999999999623,19.99999999999962,187.0,160.0,0.024740959356832837,0.65544051208761,0.0,0.24765165734945543
corrected,GTC_GBTJ,N160_to_140,160,140,9,25.999999999999623,41.99999999999928,15.999999999999659,160.0,144.0,0.01798962204770847,0.5960679095791478,0.0,0.23771652193842288
corrected,GTC_GBTJ,N140_to_120,140,120,10,43.99999999999924,61.999999999998856,17.999999999999616,138.0,120.0,0.03034074293787532,0.6854252171666446,0.1111111111111111,0.24199490691017872
corrected,GTC_GBTJ,N120_to_100,120,100,17,61.999999999998856,94.0000000000035,32.00000000000464,120.0,101.0,0.01775402949827673,1.0842310157137327,0.0,0.25889419650948525
corrected,GTC_GBTJ,N100_to_80,100,80,20,96.0000000000038,134.00000000000762,38.00000000000382,99.0,80.0,0.02073035427263415,1.0282737638587855,0.0,0.24611856835754586
corrected,GTC_GBTJ,N80_to_70,80,70,14,134.00000000000762,159.60000000000252,25.599999999994907,80.0,70.0,0.023617264483370884,0.8324291689683446,0.0,0.2896005411167569
corrected,GSC_GBTJ,N190_to_175,190,175,8,6.000000000000004,19.99999999999975,13.999999999999748,188.0,177.0,0.014069768886309576,0.9909756521585528,0.0,0.47368021782104947
corrected,GSC_GBTJ,N175_to_160,175,160,9,21.99999999999971,37.99999999999937,15.999999999999659,173.0,160.0,0.020916966191835487,0.6759302667566084,0.0,0.2651785885350493
corrected,GSC_GBTJ,N190_to_160,190,160,17,6.000000000000004,37.99999999999937,31.999999999999364,188.0,160.0,0.018094858173454582,0.8133179542070624,0.0,0.17562389462931385
corrected,GSC_GBTJ,N160_to_140,160,140,23,37.99999999999937,82.00000000000162,44.00000000000225,160.0,140.0,0.010602703075028603,0.7665720060426277,0.0,0.2520875028445084
corrected,GSC_GBTJ,N140_to_120,140,120,36,80.00000000000131,150.00000000000443,70.00000000000313,140.0,120.0,0.01049195390277925,0.9028376491047738,0.0,0.221682327204772
corrected,GSC_GBTJ,N120_to_100,120,100,64,148.00000000000483,273.9999999999925,125.99999999998766,120.0,100.0,0.006502138112740606,1.2699719185292213,0.0,0.29740792155609225
corrected,GSC_GBTJ,N100_to_80,100,80,67,267.9999999999895,400.000000000057,132.00000000006753,100.0,85.0,0.007061993888718469,1.35058792170512,0.0,0.23537795137909281
corrected,GSC_GBTJ,N80_to_70,80,70,0,,,,,,,,,
corrected,TSC_GBTJ,N190_to_175,190,175,9,6.000000000000004,21.99999999999971,15.999999999999705,185.0,175.0,0.011870354585874944,0.744382328883221,0.0,0.31710747179743165
corrected,TSC_GBTJ,N175_to_160,175,160,191,19.99999999999975,400.000000000057,380.00000000005724,175.0,166.0,0.00018508061717156465,4.202031982507822,0.1631578947368421,0.8098015792623955
corrected,TSC_GBTJ,N190_to_160,190,160,198,6.000000000000004,400.000000000057,394.000000000057,185.0,166.0,0.0003287117336279941,3.5405183387533428,0.25888324873096447,0.7201919556190552
corrected,TSC_GBTJ,N160_to_140,160,140,0,,,,,,,,,
corrected,TSC_GBTJ,N140_to_120,140,120,0,,,,,,,,,
corrected,TSC_GBTJ,N120_to_100,120,100,0,,,,,,,,,
corrected,TSC_GBTJ,N100_to_80,100,80,0,,,,,,,,,
corrected,TSC_GBTJ,N80_to_70,80,70,0,,,,,,,,,
corrected,GTSC_GBTJ,N190_to_175,190,175,8,6.000000000000004,19.99999999999975,13.999999999999748,188.0,175.0,0.017783611778605487,0.8981059091567727,0.0,0.3289922504233761
corrected,GTSC_GBTJ,N175_to_160,175,160,9,19.99999999999975,35.99999999999941,15.999999999999659,175.0,161.0,0.019951784315337843,0.523693619378607,0.0,0.2218647161691692
corrected,GTSC_GBTJ,N190_to_160,190,160,16,6.000000000000004,35.99999999999941,29.999999999999407,188.0,161.0,0.01847326487745463,0.6911342290723212,0.0,0.13578542881049133
corrected,GTSC_GBTJ,N160_to_140,160,140,23,37.99999999999937,82.00000000000162,44.00000000000225,159.0,141.0,0.0077779033039679915,0.7925947912586081,0.0,0.25490817137107175
corrected,GTSC_GBTJ,N140_to_120,140,120,36,84.00000000000193,154.00000000000364,70.0000000000017,139.0,120.0,0.008071485790581921,0.8196841958239995,0.0,0.1812625243298233
corrected,GTSC_GBTJ,N120_to_100,120,100,74,152.00000000000404,298.00000000000483,146.0000000000008,120.0,100.0,0.007001279087875224,1.2615551991517133,0.0,0.2379031727722521
corrected,GTSC_GBTJ,N100_to_80,100,80,68,265.99999999998846,400.000000000057,134.00000000006855,100.0,91.0,0.0037013062005107258,1.789471868009036,0.014925373134328358,0.35271837080085044
corrected,GTSC_GBTJ,N80_to_70,80,70,0,,,,,,,,,
non_c,B0,N190_to_175,190,175,44,2.8800000000000017,9.759999999999968,6.879999999999966,190.0,175.0,0.042985451503228536,0.897994719287818,0.0,0.19973882208554655
non_c,B0,N175_to_160,175,160,54,9.439999999999976,17.919999999999796,8.47999999999982,175.0,160.0,0.041742838349570544,1.0426062580112352,0.0,0.19970966287039868
non_c,B0,N190_to_160,190,160,95,2.8800000000000017,17.919999999999796,15.039999999999793,190.0,160.0,0.040375975156180376,0.9733391559210847,0.0,0.18130123618481914
non_c,B0,N160_to_140,160,140,31,17.7599999999998,27.99999999999958,10.239999999999782,160.0,140.0,0.058391205644209666,1.0345718072644103,0.0,0.23291841509596659
non_c,B0,N140_to_120,140,120,6,27.99999999999958,37.99999999999937,9.999999999999787,140.0,122.0,0.05888620859858689,0.4360735800715538,0.0,0.3201263389706336
non_c,B0,N120_to_100,120,100,9,39.999999999999325,55.99999999999898,15.999999999999652,114.0,100.0,0.03702449577929127,0.7907593057034915,0.125,0.30010262086528783
non_c,B0,N100_to_80,100,80,18,55.99999999999898,90.00000000000287,34.000000000003894,100.0,81.0,0.026904868798522264,0.741637335590725,0.0,0.17842322464467175
non_c,B0,N80_to_70,80,70,8,92.00000000000318,106.00000000000536,14.000000000002174,79.0,71.0,0.046842880935946934,0.5198055395787764,0.0,0.25505295283529145
non_c,G,N190_to_175,190,175,75,4.320000000000003,16.159999999999833,11.83999999999983,190.0,175.0,0.017548546022659726,1.2743300770530799,0.0,0.23214492078775123
non_c,G,N175_to_160,175,160,68,15.199999999999852,25.919999999999625,10.719999999999773,175.0,161.0,0.030518413718749512,1.3152590746031338,0.0,0.25386474075132326
non_c,G,N190_to_160,190,160,136,4.320000000000003,25.919999999999625,21.59999999999962,190.0,161.0,0.024481694496542774,1.2912790038190798,0.0,0.22754278375308035
non_c,G,N160_to_140,160,140,43,26.07999999999962,41.99999999999928,15.91999999999966,159.0,140.0,0.025455106513215118,1.3618754671473554,0.0,0.31299368649468534
non_c,G,N140_to_120,140,120,7,41.99999999999928,53.99999999999903,11.999999999999744,140.0,121.0,0.06023704946447922,0.45500612849644256,0.0,0.2660550504002687
non_c,G,N120_to_100,120,100,14,55.99999999999898,82.00000000000162,26.000000000002643,119.0,100.0,0.031546722335500474,0.7237379915534381,0.0,0.22013302640322874
non_c,G,N100_to_80,100,80,26,82.00000000000162,132.000000000008,50.00000000000637,100.0,80.0,0.026975842934612547,0.7047013827321481,0.0,0.2422606496232698
non_c,G,N80_to_70,80,70,16,128.0000000000088,157.240000000003,29.239999999994183,80.0,70.0,0.023058727179182573,0.6589954388855724,0.0,0.1597788631268013
non_c,T,N190_to_175,190,175,56,3.8400000000000025,12.639999999999906,8.799999999999905,190.0,176.0,0.022381412630184408,1.1855052340773067,0.0,0.2469035177735049
non_c,T,N175_to_160,175,160,62,12.799999999999905,22.559999999999697,9.759999999999792,174.0,160.0,0.03053175256653964,1.259087522731276,0.0,0.2916228961693383
non_c,T,N190_to_160,190,160,118,3.8400000000000025,22.559999999999697,18.719999999999693,190.0,160.0,0.0264384119787694,1.2444670640288082,0.0,0.2566737736615563
non_c,T,N160_to_140,160,140,58,21.43999999999972,35.99999999999941,14.55999999999969,160.0,141.0,0.02039638887288275,2.9623923883337375,0.0,0.48174802096944114
non_c,T,N140_to_120,140,120,5,37.99999999999937,45.9999999999992,7.9999999999998295,138.0,120.0,0.09452811118522814,0.08298044946250442,0.0,0.28069814082511885
non_c,T,N120_to_100,120,100,12,45.9999999999992,67.99999999999943,22.000000000000234,120.0,102.0,0.037231340514694004,0.8194010507486196,0.18181818181818182,0.21580751831761094
non_c,T,N100_to_80,100,80,18,69.99999999999974,104.00000000000506,34.000000000005315,99.0,81.0,0.028996998935419488,0.8511091721599754,0.0,0.23146116512796486
non_c,T,N80_to_70,80,70,10,106.00000000000536,123.36000000000809,17.360000000002728,79.0,70.0,0.04072176726968461,0.513353591822433,0.0,0.1968495295795154
non_c,S,N190_to_175,190,175,99,3.360000000000002,19.03999999999977,15.679999999999769,190.0,175.0,0.019145035485482277,1.9938415991300615,0.01020408163265306,0.3547218510093141
non_c,S,N175_to_160,175,160,290,15.199999999999852,400.000000000057,384.80000000005714,175.0,163.0,0.0007145042024380189,5.042878398234916,0.4671280276816609,0.7098266599238954
non_c,S,N190_to_160,190,160,364,3.360000000000002,400.000000000057,396.640000000057,190.0,163.0,0.0010087983581749814,3.3952970591554164,0.43526170798898073,0.7258226065011296
non_c,S,N160_to_140,160,140,0,,,,,,,,,
non_c,S,N140_to_120,140,120,0,,,,,,,,,
non_c,S,N120_to_100,120,100,0,,,,,,,,,
non_c,S,N100_to_80,100,80,0,,,,,,,,,
non_c,S,N80_to_70,80,70,0,,,,,,,,,
non_c,GT,N190_to_175,190,175,82,5.280000000000004,18.23999999999979,12.959999999999784,190.0,175.0,0.016258710865436357,1.3598578455675847,0.0,0.27542119018913536
non_c,GT,N175_to_160,175,160,81,18.079999999999792,30.87999999999952,12.799999999999727,175.0,160.0,0.022159126782155463,1.4120625566554943,0.0,0.24101235906109453
non_c,GT,N190_to_160,190,160,161,5.280000000000004,30.87999999999952,25.599999999999515,190.0,160.0,0.019235270606463854,1.394091925393598,0.0,0.24183076630595707
non_c,GT,N160_to_140,160,140,22,29.91999999999954,47.999999999999154,18.079999999999615,160.0,141.0,0.019633701448579594,1.3269298617738332,0.0,0.4776614775114274
non_c,GT,N140_to_120,140,120,8,49.99999999999911,63.99999999999881,13.999999999999702,137.0,120.0,0.0332615513748726,1.1656530329614379,0.14285714285714285,0.4364650176735496
non_c,GT,N120_to_100,120,100,18,63.99999999999881,98.00000000000412,34.00000000000531,120.0,100.0,0.018004798095484355,1.4477623982112702,0.0,0.3901527000004824
non_c,GT,N100_to_80,100,80,26,96.0000000000038,146.00000000000523,50.000000000001435,100.0,80.0,0.026585423398665965,0.8139504229035698,0.0,0.2649512788221308
non_c,GT,N80_to_70,80,70,15,142.00000000000605,169.8400000000005,27.839999999994433,80.0,70.0,0.030353297556487635,0.6605994658060984,0.0,0.1872252745908506
non_c,GS,N190_to_175,190,175,93,4.640000000000003,19.359999999999765,14.71999999999976,190.0,176.0,0.016381838814798304,1.6254741954931116,0.0,0.3057780299426308
non_c,GS,N175_to_160,175,160,81,19.51999999999976,35.99999999999941,16.47999999999965,174.0,160.0,0.018189645712699588,1.7140432385609112,0.0,0.277086375881312
non_c,GS,N190_to_160,190,160,174,4.640000000000003,35.99999999999941,31.359999999999406,190.0,160.0,0.018210368234678708,1.7051737685853199,0.0,0.3121845587581411
non_c,GS,N160_to_140,160,140,25,35.99999999999941,84.00000000000193,48.00000000000252,160.0,141.0,0.007531318190607513,0.5200786054195565,0.0,0.19351010604645635
non_c,GS,N140_to_120,140,120,33,86.00000000000225,150.00000000000443,64.00000000000219,138.0,120.0,0.00966023805952685,0.8937479563912957,0.0,0.21415490141368226
non_c,GS,N120_to_100,120,100,69,134.00000000000762,269.9999999999905,135.9999999999829,120.0,100.0,0.008031743692107752,1.1875823513935821,0.0,0.23810115161105655
non_c,GS,N100_to_80,100,80,76,249.9999999999845,400.000000000057,150.0000000000725,100.0,88.0,0.005446876892426431,1.697450536698605,0.0,0.3260938971946813
non_c,GS,N80_to_70,80,70,0,,,,,,,,,
non_c,TS,N190_to_175,190,175,148,4.640000000000003,28.159999999999577,23.519999999999573,190.0,175.0,0.01141006625483653,2.096078913532913,0.04081632653061224,0.4184281943934584
