time,step,grains_used,isoperimetric_q_mean,isoperimetric_q_median,isoperimetric_q_p90,boundary_edges_total,regime,run_dir
0.0,0,190,1.7920895484123613,1.7854416702856883,1.956505991785691,6086.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
0.8000000000000002,20,188,1.7965777064083284,1.7913790539252297,1.9620145314807358,6050.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
1.6000000000000008,40,185,1.797304268399623,1.788480449997641,1.9756100990262675,6014.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
2.4000000000000012,60,181,1.7845829194693714,1.7862259120342572,1.95015170775892,5963.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
3.200000000000002,80,180,1.7897192031603932,1.7823281734274512,1.9390563597464563,5931.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
4.000000000000003,100,177,1.7867628589754962,1.776894427937363,1.9495093607110237,5877.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
4.800000000000003,120,177,1.7904771057334328,1.776894427937363,1.9637795356114491,5846.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
5.600000000000004,140,177,1.7918250529080215,1.7712890827388226,1.9579759278049451,5821.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
6.400000000000005,160,176,1.7808719559600712,1.765717800553829,1.9420871769927657,5776.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
7.2000000000000055,180,174,1.7673038827172314,1.7577389692367453,1.9254656615224746,5734.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
8.000000000000005,200,173,1.7702637012417461,1.7574292307612105,1.9445669591473886,5715.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
8.799999999999988,220,172,1.7731741844084639,1.7775030743218974,1.9193891706760127,5700.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
9.599999999999971,240,169,1.7775297362252063,1.7724834714865818,1.9350061248063228,5671.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
10.399999999999954,260,166,1.7747029051658494,1.7769487385484746,1.9402288605549938,5645.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
11.199999999999937,280,164,1.7787110536552013,1.7813959983833798,1.9359350277584773,5617.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
11.99999999999992,300,163,1.7631396103570722,1.754164264078064,1.9278747654911021,5554.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
12.799999999999903,320,161,1.7724471963783432,1.7678441371130529,1.9318117230464538,5538.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
13.599999999999886,340,161,1.7799921888655286,1.7800630528336256,1.917348961483539,5516.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
14.399999999999869,360,160,1.7782022123893455,1.764992397229923,1.9364499596938807,5500.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
15.199999999999852,380,159,1.7697345219532856,1.773036950394969,1.9159240781864195,5467.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
15.999999999999835,400,158,1.775019041570584,1.7613520935621985,1.9248198817533824,5446.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
16.79999999999982,420,156,1.781889592701562,1.7719735929503608,1.9630502193207036,5432.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
17.599999999999802,440,155,1.7818084129837508,1.7810634093983202,1.9679133917677534,5412.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
18.399999999999785,460,152,1.7882113198551501,1.7933495183369412,1.956324292696326,5387.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
19.19999999999977,480,149,1.7852540927941927,1.783499938041906,1.9536663212409096,5358.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
19.99999999999975,500,147,1.796491185116388,1.7894786660955597,1.9537718994543505,5344.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
20.799999999999734,520,147,1.8065161672587569,1.796634995171597,1.9605953299040764,5328.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
21.599999999999717,540,146,1.8139751448084083,1.8136801272860157,1.9718238849693708,5303.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
22.3999999999997,560,146,1.8171499984496993,1.8069155354672761,1.987390113255887,5277.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
23.199999999999683,580,142,1.8183211116383091,1.814093049906592,2.0000141668541778,5253.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
23.999999999999666,600,142,1.8141273312811828,1.7977232360465007,1.9955379340797184,5221.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
24.79999999999965,620,141,1.8169069881759183,1.810601395604573,1.987495874708547,5203.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
25.599999999999632,640,141,1.8187408744655642,1.79664122347469,1.987896579521996,5185.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
26.399999999999615,660,140,1.8209168675231886,1.8145539092573937,1.9783407750105948,5162.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
27.199999999999598,680,137,1.8151415801819284,1.7961059408489757,2.0185855975933045,5132.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
27.99999999999958,700,137,1.826174557389089,1.822100983995998,2.0057325070371737,5115.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
28.799999999999564,720,135,1.8274322922232764,1.8253217321542035,2.014566516505307,5087.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
29.599999999999547,740,133,1.8189286597012013,1.805747236367027,2.0045643259312462,5057.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
30.39999999999953,760,131,1.8291403262951862,1.823650389594634,2.0147966422182795,5052.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
31.199999999999513,780,129,1.8370388598491536,1.8293671619758085,2.015970801059594,5024.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
31.999999999999496,800,129,1.8389557981940547,1.828985795531618,2.0303340504203184,4998.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
32.79999999999948,820,128,1.8390076757232214,1.8130707004457587,2.0306298327430645,4974.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
33.59999999999946,840,126,1.8341026446525834,1.8283163127371551,2.0139090526951047,4949.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
34.399999999999444,860,125,1.83939995121501,1.8334649444186342,2.0210615228583064,4927.0,C_GBTJ_FAST,results/jerky_area_loss_discriminating_20260822/20260823T102804Z-2ab688a139/C_GBTJ_FAST-T900-s5101
