regime,temperature,n,n_ci_low,n_ci_high,K,K_ci,Q_app,Q_app_ci,jerkiness_CV,Fano,burstiness,reverse_motion_fraction,velocity_curvature_R2,pinned_fraction,number_of_events,number_of_realizations,Git_SHA
B0,900.0,2.4419707822935477,2.4419707822935477,2.4419707822935477,4.282313846991908,0.0,,,1.6001073084951538,,-0.10134609120935588,0.2703885864464051,0.1732448466545088,0.0,0,1,01de25c351f99750ca9da2c0c04667ddd74bfe3d
