regime,temperature,n,n_ci_low,n_ci_high,K,K_ci,Q_app,Q_app_ci,jerkiness_CV,Fano,burstiness,reverse_motion_fraction,velocity_curvature_R2,pinned_fraction,number_of_events,number_of_realizations,Git_SHA
B0,900.0,1.915047310565203,1.707942721044927,2.1502911891426417,0.8930944237886536,0.05074176911109496,,,1.6100170851966105,,-0.09533021648735449,0.2740398017550997,0.47123172482577075,0.0,0,20,e0b31c5860ca65adcbb26d4f35d671581ee73233
