time,step,grains_used,isoperimetric_q_mean,isoperimetric_q_median,isoperimetric_q_p90,boundary_edges_total,regime,run_dir
140.00000000000642,3500,154,1.8026015105095414,1.7959447945274656,1.9906219850334188,5441.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
142.00000000000603,3550,154,1.8053935707720272,1.788368468553227,1.9894367886486917,5439.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
144.00000000000563,3600,154,1.8061651434903987,1.7862438273226313,1.999778251475362,5433.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
146.00000000000523,3650,153,1.8040139869094276,1.793276683891397,1.9890486058606627,5422.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
148.00000000000483,3700,153,1.8031009412483996,1.784983900215257,1.9737101048458139,5403.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
150.00000000000443,3750,153,1.7997321594394022,1.7904931097838226,1.974279985588466,5392.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
152.00000000000404,3800,153,1.7972864042840333,1.7888643311264494,1.959322237182328,5384.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
154.00000000000364,3850,152,1.7977820102160738,1.782995121059455,1.9569409036226137,5375.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
156.00000000000324,3900,152,1.801169028838869,1.7923081812607264,1.959116645036,5374.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
158.00000000000284,3950,152,1.8055564889995925,1.7945368562998802,1.9694755489373763,5375.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
160.00000000000244,4000,151,1.806838891853901,1.7931456921686877,1.9663931192821047,5367.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
162.00000000000205,4050,151,1.8060849170934754,1.7904931097838226,1.9635501412783232,5363.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
164.00000000000165,4100,150,1.8079640016732212,1.7985732583704355,1.963851662533873,5359.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
166.00000000000125,4150,149,1.808232264963469,1.796634995171597,1.9590907704996208,5352.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
168.00000000000085,4200,149,1.81093717229909,1.8065429750580992,1.9574089235544445,5348.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
170.00000000000045,4250,149,1.816720490373338,1.8087744208146483,1.9712916582703808,5348.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
172.00000000000006,4300,148,1.8199122282913258,1.8035132032448864,1.989116115910755,5341.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
173.99999999999966,4350,148,1.8213247923030988,1.8107154851695133,1.9964059957840825,5329.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
175.99999999999926,4400,148,1.8230034191883464,1.8243362635658498,1.9734227463871232,5327.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
177.99999999999886,4450,148,1.8235472819073995,1.8202643137780279,1.9852551952387847,5322.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
179.99999999999847,4500,148,1.8224652302368831,1.8186538173300741,1.9842591499194293,5307.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
181.99999999999807,4550,148,1.816528655998279,1.8112374781428753,1.9782788008405423,5296.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
183.99999999999767,4600,148,1.820457959604206,1.8124672866136864,1.9783369101503934,5292.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
185.99999999999727,4650,148,1.82227852620831,1.8054765780344646,1.9865811228067995,5285.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
187.99999999999687,4700,147,1.8244689946106436,1.8156926424400395,1.9950243264156038,5288.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
189.99999999999648,4750,147,1.829731943423609,1.812493940152408,1.9895821356286842,5289.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
191.99999999999608,4800,145,1.828933968873243,1.8276468299426922,1.9886604230726337,5284.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
193.99999999999568,4850,145,1.829194482645689,1.8153118261570638,1.9976416708080875,5278.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
195.99999999999528,4900,145,1.8314893291526537,1.8247063539198194,2.0030786409137114,5274.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
197.99999999999488,4950,144,1.833924906341235,1.8231606730699643,2.019398285731792,5277.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
199.9999999999945,5000,144,1.8344072859817022,1.8236144439606439,2.015355423965285,5273.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
201.9999999999941,5050,144,1.8317962647386068,1.8234554294586114,2.008866854119469,5260.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
203.9999999999937,5100,142,1.8374394208419536,1.8282641210619952,2.004215461935796,5259.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
205.9999999999933,5150,141,1.8293236400510449,1.8230475299617102,1.9958314068979197,5247.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
207.9999999999929,5200,140,1.8329249271536217,1.842133694154069,1.981523745142081,5245.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
209.9999999999925,5250,138,1.8314625288051365,1.828765310056446,1.9832753661565947,5232.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
211.9999999999921,5300,138,1.830664593234421,1.8282488533023873,1.9813519823351815,5219.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
213.9999999999917,5350,138,1.8291590311712764,1.82959598068676,1.9791936332346864,5203.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
215.9999999999913,5400,138,1.8301131577745633,1.8227206611352578,2.004200706181022,5192.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
217.9999999999909,5450,138,1.8308916677145195,1.8314122040129952,2.032138360172593,5186.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
219.9999999999905,5500,138,1.8359715255418743,1.8367857735196864,2.025338268911942,5175.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
221.9999999999901,5550,138,1.8344232622601486,1.831969326226822,2.0138331018469295,5166.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
223.9999999999897,5600,138,1.8394957159532561,1.8223646991529905,2.0316226028719555,5157.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
225.9999999999893,5650,138,1.8374331798668164,1.8246996061293541,2.0208692672374196,5147.0,LEGACY_C,results/jerky_long_legacy_20260822/20260823T012535Z-793b9644d0/LEGACY_C-T900-s5101
