regime,temperature,n,n_ci_low,n_ci_high,K,K_ci,Q_app,Q_app_ci,jerkiness_CV,Fano,burstiness,reverse_motion_fraction,velocity_curvature_R2,pinned_fraction,number_of_events,number_of_realizations,Git_SHA
B0,900.0,5.999999706271779,1.0000000000043863,5.999999999996162,13567.547475525878,4985.943924177989,,,1.712167904536231,,-0.1653162906646245,0.2916857761894469,0.48246443813628126,0.0,0,5,686f742d8ccc54f798fd7d1920670fdeb27271d4
