regime,temperature,n,n_ci_low,n_ci_high,K,K_ci,Q_app,Q_app_ci,jerkiness_CV,Fano,burstiness,reverse_motion_fraction,velocity_curvature_R2,pinned_fraction,number_of_events,number_of_realizations,Git_SHA
G1,900.0,1.0000000000000002,1.0000000000000002,1.0000000000003881,0.17449597604499106,0.008737736198637186,,,1.3303354031473997,108.51890211145908,-0.0813818363540842,0.6346322446392976,0.003786092456211116,0.23629227968294203,77651,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
G2,900.0,1.0000000000000036,1.0000000000000002,1.0000000000002593,0.10733972907316443,0.005786948382337939,,,1.5163756838186553,89.65086403267352,-0.03239017503738393,0.48147940274773254,0.002623008833939677,0.3478576093683584,172152,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
G3,900.0,1.0000000000000004,1.0000000000000002,1.000000000000263,0.07307140738324347,0.00417527212284572,,,1.6856231758048434,65.60620903515603,0.023155660558305723,0.4239253872286179,0.002209445484484196,0.3842397403917143,242292,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
J1,900.0,,,,0.0,0.0,,,3.2314528883144207,291.36356103246123,0.4423272639282243,0.6045355850917231,6.731314964104646e-06,0.0,3606707,5,990c3a0d96e29290e13612387c32576f16cf993e
J2,900.0,,,,0.0,0.0,,,4.24167175731978,3208.4045603795275,0.11193973883463582,0.5818421804889065,2.2069663466311792e-05,0.0,68815481,5,990c3a0d96e29290e13612387c32576f16cf993e
J3,900.0,1.0000000000000002,1.0000000000000002,1.0000000000002902,0.1338048930816181,0.011695826669113098,,,1.4494620664885012,107.24814398415211,-0.00028115902380794683,0.6230665432022198,0.00047191372220675004,0.19738478068817833,120992,5,6ad432ef10f2275a5e7c9e66b33c3f0d2f94ab84
P1,900.0,1.0000000000000002,1.0000000000000002,1.0000000000004075,0.17449597604499106,0.008887865136523385,,,1.3303354031473997,108.51890211145908,-0.0813818363540842,0.6346322446392976,0.003786092456211116,0.23629227968294203,77651,5,3e83912aec332f0f9b70f555ad2d0553a95cc044
P2,900.0,5.999999999999999,5.999999999998905,5.999999999999999,7388.82946639001,1619.2661278960045,,,2.2152456492078243,,-0.03883773189553379,0.3018318482691563,0.001967490602337001,0.0,0,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
P3,900.0,5.999999999999999,5.5651776355239555,5.999999999999999,12305.359497976968,1441.3821453918863,,,2.0855930923625414,,-0.030155081130885227,0.30475977094789836,0.0340742016580753,0.0,0,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
P4,900.0,1.393500603402285,1.000000000026147,1.769098809805204,0.17065876387661433,0.0062573313666793445,,,1.7589288296394667,2.448376123744649,-0.046985593353691575,0.27611999928093306,0.15469069219278814,0.0,5551,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
P5,900.0,1.0000000000000002,1.0000000000000002,1.0000000000002631,0.1338048930816181,0.011708688404819367,,,1.4494614567859783,107.24814398415211,-0.0002953646068792344,0.6230133829009101,0.0004718379334084301,0.19736704983637732,120992,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
Q0,900.0,1.6337185999671608,1.2190844543837223,2.023856323813026,0.37316159329941206,0.01433330006638811,,,1.6245397826389094,,-0.09331126284175936,0.28147947659607353,0.16066493523314065,0.0,0,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
Q1,900.0,4.293546525823409,3.0162097781131436,5.752247096317419,186.29859278896436,22.394252481419485,,,1.3694911770337193,,-0.045952164653886476,0.49019508217056684,0.0025918713395649577,0.0,0,5,990c3a0d96e29290e13612387c32576f16cf993e
S1,900.0,1.6421500965811249,1.2751005618263966,1.9971846683052827,0.35899736728522263,0.01516740790336793,,,1.661541581192008,,-0.09033617597082189,0.2796916243278896,0.1525906840645773,0.0,0,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
S2,900.0,1.0000000000000002,1.0000000000000002,1.0000000000003355,0.1765217241113069,0.010345925156545421,,,1.362770948578544,107.81916087974123,-0.060985551889165476,0.6474745455606636,0.0028066626993663015,0.23529767261561324,82972,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
S3,900.0,1.0000000000000002,1.0000000000000002,1.0000000000001714,0.10124912768133901,0.0037610190086625403,,,1.5440702694045563,99.46916545528858,-0.008543707581382455,0.4781597860095156,0.005042767315451046,0.3441245587690924,177958,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
SC1,900.0,1.0000000000000484,1.0000000000000002,1.0000000000018565,0.07496405275135393,0.006059643249769105,,,1.1188167745997297,326.7272528968388,-0.20870755627746473,0.7034012529511365,9.245170787135662e-05,0.7815026160831049,2996434,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
SC2,900.0,1.0000000000000002,1.0000000000000002,1.0000000000000215,0.6231478618397671,0.034101170560715266,,,0.8400974555803608,1214.7887152609783,-0.5591999489924303,0.8059566982478723,0.006403237005941842,0.0,307906,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
SC3,900.0,1.0000000000000002,1.0000000000000002,1.0000000000001494,0.34784400554461514,0.01455368753022196,,,0.8204982644328039,15699.579650724143,-0.6503165696363477,0.6674649252441279,2.2824221257684392e-05,0.0,16375930,5,990c3a0d96e29290e13612387c32576f16cf993e
SC4,900.0,1.0000000000000002,1.0000000000000002,1.000000000000067,0.15522247315930124,0.006240410183323636,,,1.1716842589082834,584.8044608194466,-0.10051362628792115,0.6571659708015101,6.344938788163285e-05,0.2434691352800467,1254987,5,990c3a0d96e29290e13612387c32576f16cf993e
T1,900.0,1.0000000000000002,1.0000000000000002,1.0000000000003348,0.1338048930816181,0.011246375461686074,,,1.4494614567859783,107.24814398415211,-0.0002953646068792344,0.6230133829009101,0.0004718379334084301,0.19736704983637732,120992,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
T2,900.0,1.0000000000000002,1.0000000000000002,1.0000000000001348,0.06990609677834965,0.0032934190003637495,,,1.8113153839420115,96.88311204145306,0.11468194451110605,0.50601291020148,0.00015948001881261052,0.28089501116290055,313789,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
T3,900.0,1.0000000000000013,1.0000000000000002,1.000000004170741,0.01146372475206705,0.0020750656320482055,,,2.778686164089542,100.36517701446124,0.322625734161666,0.458247651426343,3.2685083025005703e-05,0.18875692596464871,492670,5,9e8796e6e9e13bc4bb418662cfc33601adeaa502
