step,time,grain_count,G_population,interfacial_energy,elastic_energy,total_energy,stress_l2,stress_linf,mechanical_equilibrium_residual,source_work_error,clipped_fraction,largest_one_step_population_loss,largest_100_step_population_loss,compactness_mean,aspect_ratio_mean,disconnected_grain_count
61,2.4400000000000013,775,13.793687195656313,18052.233377895627,0.04421840106393164,18052.27759629669,0.5026674838024807,0.03079413281637704,6.0848329590754e-14,-5.884556620195519e-08,0.2701719949157724,0,24,1.3378252923672695,1.2767238076445875,0
62,2.4800000000000013,774,13.802594970040117,18045.792213473225,0.046111312003575704,18045.83832478523,0.5133139418034666,0.0308764025796991,6.114452465685004e-14,-1.0718631930227603e-07,0.2699569140654858,1,25,1.3377758228906522,1.2754099434972592,0
63,2.5200000000000014,774,13.802594970040117,18040.31458425128,0.04721591454516798,18040.361800165825,0.5194258200999676,0.03092962305039161,2.15611493963757e-12,-5.987383484991858e-08,0.26985723712800375,0,25,1.3378334065127275,1.2748362672313054,0
64,2.5600000000000014,774,13.802594970040117,18034.940888285826,0.0483452609896599,18034.989233546814,0.525601145244475,0.030965154220812398,5.852856277538533e-14,-5.773532801497949e-08,0.2697795123521365,0,25,1.338762423316484,1.2767710011367572,0
65,2.6000000000000014,773,13.811520024299643,18029.27580096514,0.05008937601557261,18029.325890341155,0.5349979481185761,0.030990654656827578,2.940239902463921e-14,-1.33238917405425e-07,0.2699577549788775,1,26,1.3390642140662774,1.2760804321244568,0
66,2.6400000000000015,773,13.811520024299643,18023.454110987277,0.05120182529456096,18023.505312812573,0.5409063535675467,0.031013812035960528,4.981368027683869e-14,-2.4518443776785567e-08,0.26983967290697486,0,26,1.3397242466204276,1.2770174376676193,0
67,2.6800000000000015,773,13.811520024299643,18017.83651315129,0.052344609570034346,18017.88885776086,0.5469093849459564,0.031033960833235442,1.2898221733723745e-13,-4.2083855953225016e-08,0.26986554412173064,0,26,1.3398971313767263,1.2804319637710329,0
68,2.7200000000000015,773,13.811520024299643,18012.2536472694,0.053513263537042534,18012.30716053294,0.5529809060157951,0.03104767341887914,4.8412655239974214e-14,-4.804545787997008e-08,0.26987998357924226,0,26,1.3392450283037443,1.2787467520356248,0
69,2.7600000000000016,770,13.838399427003786,18004.41419140189,0.055525290546146314,18004.469716692438,0.5632806734239177,0.031057096329511175,9.649517020310167e-14,-1.0252066182407302e-07,0.26981366759651726,3,29,1.3392848816746465,1.2767980003079502,0
70,2.8000000000000016,769,13.847394162712682,17997.373072928764,0.056706211189970344,17997.429779139955,0.5692391650342855,0.031063042989578866,1.4295367237197403e-13,-4.7049451183146795e-08,0.2694152567288368,1,30,1.3394562101488585,1.2758229372813392,0
71,2.8400000000000016,769,13.847394162712682,17991.515469112855,0.05785981153277217,17991.573328924387,0.5750001848725121,0.03106762467252189,8.900594480925581e-14,-4.6114910059623024e-08,0.2695312814647152,0,30,1.3381914605783618,1.2758318756912845,0
72,2.8800000000000017,768,13.856406460551018,17985.418609342225,0.05936559213218817,17985.477974934358,0.5824342044441944,0.03107062806157463,1.0643381821063067e-13,-9.402483949782527e-08,0.2694617531790115,1,31,1.3388041023678774,1.2750820462276968,0
73,2.9200000000000017,768,13.856406460551018,17979.798417634414,0.06052958553078864,17979.858947219946,0.5881164673874392,0.031072346246654406,1.3561836998898325e-13,-4.1866309716557734e-08,0.26945437111466547,0,31,1.3390038917768938,1.2750611204397349,0
74,2.9600000000000017,768,13.856406460551018,17974.418764688922,0.06170990208853161,17974.48047459101,0.593822887259527,0.031074029077487703,6.243030989832256e-14,-4.767496317170661e-08,0.2693429715768521,0,31,1.3387649517508724,1.275850295041144,0
75,3.0000000000000018,768,13.856406460551018,17969.114286915436,0.06290759599058005,17969.177194511427,0.5995578051923514,0.031075496515720766,8.211632204471592e-14,-5.214795884564763e-08,0.26932716561767145,0,31,1.3386147171247822,1.275883149342927,0
76,3.040000000000002,768,13.856406460551018,17963.82889260733,0.0641223692562442,17963.893014976584,0.6053190038790258,0.031076837292568972,5.5829015354870114e-14,-5.355410345828787e-08,0.26932066378136155,0,31,1.3383556226475264,1.2753124090908712,0
77,3.080000000000002,767,13.865436377743082,17957.52158555546,0.06547993871709645,17957.587065494175,0.6116932323666096,0.031078338506152187,1.330187495068616e-13,-5.571851331449135e-08,0.26946390140493137,1,32,1.3391277456408612,1.276144030610012,0
78,3.120000000000002,767,13.865436377743082,17952.162024554804,0.06672409725161843,17952.228748652054,0.6174771777659523,0.031081201161285064,1.3240689579472478e-13,-5.692877516746617e-08,0.269123777424791,0,32,1.338551106047982,1.277115424111217,0
79,3.160000000000002,767,13.865436377743082,17946.906858674312,0.06797860814726778,17946.974837282458,0.623254906194138,0.031084025227808752,7.861768012095843e-14,-5.493326502383801e-08,0.2693489215883894,0,32,1.3389001856845755,1.2787878257927898,0
80,3.200000000000002,764,13.892632421614495,17939.2138418972,0.0697181779859039,17939.283560075186,0.6311791175557285,0.0310911233611928,4.7726113708858565e-14,-8.588514891980092e-08,0.26925480740152336,3,35,1.3389004349172158,1.2760060946037433,0
81,3.240000000000002,764,13.892632421614495,17933.596697649144,0.07094076028815656,17933.66763840943,0.6366892804495499,0.031094045537141096,1.2444462164625618e-13,-4.1223677830484404e-08,0.269034017557449,0,35,1.339019510677814,1.2758106622653003,0
82,3.280000000000002,764,13.892632421614495,17928.467425478153,0.07218446995158179,17928.539609948104,0.642246158092438,0.031097111833496744,2.294147023590697e-13,-4.498385789450214e-08,0.26916497898125663,0,35,1.338678919389272,1.2759297958852012,0
83,3.320000000000002,764,13.892632421614495,17923.498993999627,0.07344568238283535,17923.572439682008,0.6478325632566145,0.031100447737524684,9.184101096123816e-14,-4.59064718799293e-08,0.26901226597805034,0,35,1.3381760947286359,1.2757206256241653,0
84,3.360000000000002,764,13.892632421614495,17918.587443164695,0.07472436796838493,17918.662167532664,0.6534476099565282,0.031104326412210018,6.501559679528137e-14,-4.5339850261597384e-08,0.2690926405668676,0,35,1.3382471504418954,1.2761057473934154,0
85,3.400000000000002,764,13.892632421614495,17913.650410731032,0.07602130825056382,17913.726432039282,0.6590939531145614,0.031108550633632263,9.435879410955678e-14,-4.49347648914019e-08,0.2689861412670611,0,35,1.3382758452537062,1.2777868540100277,0
86,3.440000000000002,764,13.892632421614495,17908.66012987446,0.07733619989217065,17908.73746607435,0.6647694919399019,0.031113125975657886,1.0555314015313852e-13,-4.4661025594546974e-08,0.2690330131568327,0,35,1.3384374503623688,1.278937467033577,0
87,3.480000000000002,764,13.892632421614495,17903.598799884687,0.07866709082479753,17903.67746697551,0.6704651665637708,0.031118080465200634,9.859246069481315e-14,-4.3360761984440055e-08,0.26894745127163966,0,35,1.3376539485639043,1.279012900606506,0
88,3.5200000000000022,764,13.892632421614495,17898.469835190233,0.08001489512655874,17898.54985008536,0.6761843320791946,0.03112324078059797,5.3125700065135766e-14,-4.2515561893101406e-08,0.2688679435687327,0,35,1.337992629246093,1.2792689381937647,0
89,3.5600000000000023,764,13.892632421614495,17893.261101895503,0.08138269361617904,17893.34248458912,0.6819393059313384,0.031128680618890466,7.509258310727099e-14,-4.15386631447915e-08,0.2689829728485964,0,35,1.3370965742169238,1.2792401127990056,0
90,3.6000000000000023,763,13.901733393715134,17887.34565150643,0.08295871469633255,17887.428610221126,0.6885107303286073,0.03113421472965283,1.3720445722598243e-13,-3.756503010412561e-08,0.2687425304434898,1,36,1.3372710380510837,1.2752267791063647,0
91,3.6400000000000023,761,13.919989125012744,17880.386744154348,0.08448825955406031,17880.471232413904,0.6948289381609867,0.03113910900587887,8.192466942833105e-14,-4.924760996401212e-08,0.2686115115757847,2,38,1.3385597931391382,1.2752401579726225,0
92,3.6800000000000024,761,13.919989125012744,17874.653186308882,0.08588334771091882,17874.739069656593,0.7005420538832715,0.03114441945814389,9.584281343444389e-14,-3.4232626372043135e-08,0.2687002427527597,0,38,1.3384894485618024,1.2759582599118848,0
93,3.7200000000000024,761,13.919989125012744,17869.197703076512,0.08730353302012596,17869.28500660953,0.7063104772120182,0.031150257434798562,7.145115045526606e-14,-3.7900654422176605e-08,0.2686831230838211,0,38,1.3381462483255964,1.2772792542457072,0
94,3.7600000000000025,761,13.919989125012744,17863.820118043954,0.08874652059157595,17863.908864564546,0.7121236579123233,0.031156372833900693,3.573661133817092e-14,-3.966447388180534e-08,0.2685783309700121,0,38,1.3383854772510815,1.280617347602476,0
95,3.8000000000000025,760,13.929144002112224,17857.15360060019,0.09032029186331803,17857.243920892055,0.71841009054123,0.03116258156978154,8.768465455811506e-14,-3.790331280588942e-08,0.26848926560063346,1,39,1.3385710818239198,1.278028816369857,0
96,3.8400000000000025,760,13.929144002112224,17851.60993662323,0.0917870677397744,17851.70172369097,0.7242200008366617,0.03116965679966103,8.652224131248564e-14,-3.4874584635500444e-08,0.2685337460249474,0,39,1.3381596974092302,1.2783549589950718,0
97,3.8800000000000026,759,13.938316965900052,17845.65814178822,0.09352373525651377,17845.751665523476,0.7310392542550488,0.03117747781842569,7.886991865318191e-14,-4.928583882961475e-08,0.2685649165912324,1,40,1.3376843421464386,1.2770953663236155,0
98,3.9200000000000026,759,13.938316965900052,17840.141772636172,0.09500560694620468,17840.236778243117,0.7368081336350205,0.0311851333410471,1.2755395010776343e-13,-3.007083385487934e-08,0.26857690255614297,0,40,1.3383853328114288,1.2775505479140372,0
99,3.9600000000000026,758,13.94750807600924,17833.794952291417,0.09666126306436404,17833.891613554482,0.7432005857023748,0.031194354280739318,5.053312914596467e-14,-3.12293416552048e-08,0.2682692152201685,1,41,1.338894965153173,1.2783230123960676,0
100,4.000000000000003,758,13.94750807600924,17828.302557729174,0.09818575798076673,17828.400743487153,0.7490383928467059,0.03120217191652789,6.875154985453818e-14,-2.9394831394923687e-08,0.26816762902938845,0,41,1.339934430967152,1.2801135248454756,0
101,4.040000000000003,758,13.94750807600924,17822.882156860695,0.09973404177388566,17822.98189090247,0.7549210882932872,0.031210359863548198,6.442461832616067e-14,-2.9529246999872305e-08,0.2682091489525165,0,41,1.3402833610490426,1.281268386862138,0
102,4.080000000000003,758,13.94750807600924,17817.44343419237,0.10130645316879928,17817.54474064554,0.7608489049075287,0.03121846881916874,1.505310007490125e-13,-2.6385178953812136e-08,0.2682166341790888,0,41,1.339313921172105,1.2792764380736392,0
103,4.120000000000003,758,13.94750807600924,17811.95725444368,0.10290535040130588,17812.060159794084,0.7668295826037291,0.031226495462609277,7.191348166718524e-14,-2.6146462328352146e-08,0.2682866653454294,0,40,1.3395769259175234,1.2802376597063052,0
104,4.160000000000003,757,13.956717392348429,17805.430677388897,0.10483627477741206,17805.535513663675,0.7739906123612009,0.031234757332746155,2.0159695962973473e-13,-3.2408954974338586e-08,0.268087740306816,1,41,1.3403330195955845,1.2791162283805373,0
105,4.200000000000003,755,13.975190884739309,17798.468739130654,0.10681047286335095,17798.575549603516,0.7812442574461942,0.031235496915688117,3.7324960106007194e-14,-2.490502649943327e-08,0.26792484896552005,2,43,1.34088075920562,1.2798165997216342,0
106,4.240000000000003,753,13.99373792791687,17791.6762984683,0.10868307272758662,17791.78498154103,0.7880628852810091,0.03124372504745391,5.3992799461942526e-14,-5.183654246923748e-08,0.26778601729218615,2,45,1.3409859703477331,1.2785067365500957,0
107,4.280000000000003,753,13.99373792791687,17785.672006701687,0.11027104694691298,17785.782277748633,0.7937992378337941,0.031252666130696216,1.0007463056265598e-13,-2.9490838723096255e-08,0.26791577430233643,0,45,1.3408422720304036,1.2810531450258003,0
108,4.320000000000003,753,13.99373792791687,17780.07480537013,0.11188567272284755,17780.186691042854,0.7995896767583395,0.031260987935092584,5.0366030923889834e-14,-2.8929149380055655e-08,0.26797549688447664,0,45,1.3400582441409983,1.278759751749897,0
109,4.360000000000003,753,13.99373792791687,17774.61512363378,0.11352019816600833,17774.728643831946,0.805409093097243,0.03126934784077765,4.7463801920078814e-14,-2.4227858016903983e-08,0.2678342917307848,0,44,1.3392204037263198,1.2801330783865297,0
110,4.400000000000003,753,13.99373792791687,17769.194655013747,0.11517405244464117,17769.30982906619,0.8112548429995161,0.03127771375459833,3.532979473679675e-14,-2.129476863550403e-08,0.2678303835405613,0,44,1.3385404362487592,1.2824365522815584,0
111,4.440000000000003,751,14.012359011241472,17762.21593629804,0.11744104234416405,17762.333377340383,0.8192000081003363,0.03128446192233403,1.7537230468841087e-13,-4.227847048062644e-08,0.26780000162020723,2,46,1.3388655792643005,1.279050770208673,0
112,4.480000000000003,749,14.031054628643897,17754.84036271055,0.119970303795527,17754.960333014347,0.8279743653961831,0.03129235094967053,7.115145065667842e-14,-5.771916245043279e-08,0.2674898286677581,2,48,1.338772242685563,1.279923593460031,0
113,4.520000000000003,748,14.040430543240909,17748.426054782518,0.12189101619577342,17748.547945798713,0.834575954856127,0.031302069766162816,1.1004792931505684e-13,-4.082042909464914e-08,0.26764291041146526,1,49,1.3387514330360386,1.2810485786636414,0
114,4.560000000000003,748,14.040430543240909,17742.87690651435,0.12345219273565493,17743.000358707086,0.8399035836441323,0.03131242453396847,4.4186132782818686e-14,-3.396884342018146e-08,0.2675423127597041,0,49,1.3389837184524707,1.2806259926879824,0
115,4.600000000000003,748,14.040430543240909,17737.619734805183,0.12503506375513063,17737.74476986894,0.8452709637462205,0.031322872037293246,8.045398922355007e-14,-3.239736154543073e-08,0.26765234101034996,0,49,1.338721044985242,1.2814776070977025,0
