step,time,grain_count,G_population,interfacial_energy,elastic_energy,total_energy,stress_l2,stress_linf,mechanical_equilibrium_residual,source_work_error,clipped_fraction,largest_one_step_population_loss,largest_100_step_population_loss,compactness_mean,aspect_ratio_mean,disconnected_grain_count
1444,57.759999999998946,373,19.882766326214313,12613.932611982444,3.253778559543591,12617.186390541987,4.311960880557479,0.06346679440506159,4.871551148659128e-14,-1.6840430817422272e-08,0.21718916415837,0,16,1.3487110781646081,1.2933383176788975,0
1445,57.799999999998946,373,19.882766326214313,12611.559438668224,3.255721514519992,12614.815160182745,4.313248107433445,0.0634702288704347,4.313285015908553e-14,-1.4836067930819666e-08,0.21705142751290898,0,16,1.349710187338336,1.2926162514929478,0
1446,57.839999999998945,373,19.882766326214313,12609.194651946902,3.2576740909624684,12612.452326037865,4.314541320681733,0.06347372298422639,2.8164992323881515e-14,-1.5292602541065736e-08,0.21707698862583824,0,16,1.3494719081860567,1.2934121071077405,0
1447,57.879999999998944,373,19.882766326214313,12606.816823883419,3.2596353449268465,12610.076459228345,4.31583989076162,0.06347727631220237,4.676557519131692e-14,-1.528740750092114e-08,0.21712671359762875,0,16,1.3490749750710203,1.293860194002257,0
1448,57.91999999999894,373,19.882766326214313,12604.407365876903,3.261600628346714,12607.668966505249,4.317140736763674,0.06348084041516668,4.0458889130145215e-14,-1.6541924489476417e-08,0.21704252293811688,0,16,1.3491588552417375,1.2967399023586208,0
1449,57.95999999999894,373,19.882766326214313,12601.966161286238,3.263568658355903,12605.229729944595,4.318443007176496,0.06348433588239216,7.017728019654297e-14,-1.5534181722638013e-08,0.21700062066346146,0,16,1.3483456805211436,1.2947129735338279,0
1450,57.99999999999894,372,19.909472538824165,12598.861371543935,3.2658356542702323,12602.127207198206,4.319942618717201,0.06348778446505582,3.850566271918691e-14,-2.277181450349719e-08,0.2170096670048034,1,17,1.3490239717112475,1.2936328409132458,0
1451,58.03999999999894,372,19.909472538824165,12596.209505217412,3.267791994768105,12599.47729721218,4.321236315605019,0.06349117985159772,1.228674591393599e-13,-3.257894151502405e-09,0.2170359834884572,0,16,1.3478118199310947,1.2884578415594365,0
1452,58.07999999999894,371,19.936286655404736,12593.197212680838,3.2699256455034256,12596.467138326341,4.322646818110197,0.06349464727335687,6.595265241678402e-14,-2.2641699490549144e-08,0.2169831863860228,1,17,1.3481348669075601,1.2904294572766164,0
1453,58.11999999999894,371,19.936286655404736,12590.635268711541,3.271887984496837,12593.907156696037,4.323943668341502,0.06349800921902751,6.758572405480302e-14,-9.062954737376616e-09,0.21672258471120337,0,17,1.3476974977840426,1.2906044715667875,0
1454,58.15999999999894,370,19.963209404545395,12586.764752594481,3.27392599248726,12590.038678586969,4.32529011761404,0.0635015353401421,6.4180713773792e-14,-4.648016033257513e-09,0.2167286813802946,1,17,1.3481293090743798,1.288743390586388,0
1455,58.19999999999894,370,19.963209404545395,12584.316887216955,3.2758787129666462,12587.592765929921,4.326579825152196,0.06350491627047986,5.2948570556788474e-14,-6.43422561237561e-09,0.2168131954711245,0,16,1.348919707717292,1.2918483453501202,0
1456,58.239999999998936,370,19.963209404545395,12582.036730520029,3.2778334248276906,12585.314563944856,4.327870463406432,0.06350834511371478,6.135620691597792e-14,-4.205627536762319e-09,0.21674221567155186,0,16,1.3474666141441216,1.2915120501092754,0
1457,58.279999999998935,369,19.990241521741577,12578.86766083982,3.2803607821660057,12582.148021621986,4.329538635089982,0.06351129305014874,5.466311755774298e-14,-2.4827161008468546e-08,0.21666558510786232,1,17,1.3480214265242716,1.289643548461847,0
1458,58.319999999998934,369,19.990241521741577,12576.662481103293,3.2822298983660434,12579.944711001659,4.330771924831263,0.06351491989086022,1.5407155691103672e-13,3.1243837998566615e-09,0.21652294853963838,0,17,1.3479810618150219,1.2903197775580935,0
1459,58.359999999998934,369,19.990241521741577,12574.590375673126,3.284094362496524,12577.874470035622,4.332001794285436,0.06351863519642266,1.447450006329224e-13,1.159276579029353e-09,0.21651969920350125,0,17,1.3479328700315856,1.2905993102563624,0
1460,58.39999999999893,369,19.990241521741577,12572.575720374147,3.2859590475962945,12575.861679421743,4.333231460077663,0.0635224377106777,9.173138279053748e-14,7.548692671378171e-10,0.21644351309250057,0,17,1.348418712316304,1.2906379113562976,0
1461,58.43999999999893,369,19.990241521741577,12570.583521904526,3.2878242337766737,12573.871346138303,4.334461107215981,0.06352632691120624,1.726529154837782e-13,1.4876721564707762e-09,0.21646153489557982,0,17,1.3479396460284427,1.2905162350292976,0
1462,58.47999999999893,369,19.990241521741577,12568.587301900785,3.2896883738807854,12571.876990274666,4.335689716924478,0.0635303325107235,3.54980961339444e-13,2.7144695540805286e-09,0.21656614916765948,0,17,1.3471925681278474,1.2903179792256712,0
1463,58.51999999999893,369,19.990241521741577,12566.584648084672,3.2915491452439936,12569.876197229916,4.336915759536387,0.0635344833402228,4.71539221690246e-13,3.551972229797612e-10,0.21642922378663057,0,16,1.3466685438494235,1.290758146034076,0
1464,58.55999999999893,369,19.990241521741577,12564.569281246464,3.293407488228393,12567.862688734693,4.338139856299611,0.06353874608869386,2.5485970892743856e-13,6.909732924720302e-10,0.21641832562193436,0,16,1.347283637419583,1.2910772354520155,0
1465,58.59999999999893,369,19.990241521741577,12562.531344518817,3.2952665232683342,12565.826611042085,4.339364063933819,0.06354292927648861,1.4942211456362124e-13,3.493492133381168e-09,0.2162518023301637,0,16,1.3464894878995162,1.290060751905488,0
1466,58.63999999999893,369,19.990241521741577,12560.482422888848,3.2971309807008597,12563.77955386955,4.34059149541611,0.06354716128461285,8.92940294128383e-14,3.286821273701737e-09,0.21637359122118116,0,16,1.3472420940933687,1.2903795961323794,0
1467,58.67999999999893,369,19.990241521741577,12558.42037786115,3.299000124867496,12561.719377986017,4.341821663904047,0.06355145651820517,1.3826352781081897e-13,4.087740704521864e-09,0.21630605612450685,0,16,1.3466986226959652,1.290368478945119,0
1468,58.719999999998926,369,19.990241521741577,12556.341561158102,3.3008724789735138,12559.642433637076,4.3430535952466744,0.06355584439780121,3.48110945172238e-14,4.226148730013951e-09,0.21643624764712974,0,16,1.3463608001095784,1.2906362993556024,0
1469,58.759999999998925,369,19.990241521741577,12554.24713906997,3.3027472551035526,12557.549886325074,4.344286770925545,0.06356031959524897,3.946604151320105e-14,6.070378676288624e-09,0.21618576442822632,0,16,1.3464045086412644,1.2919705038440563,0
1470,58.799999999998924,369,19.990241521741577,12552.126126960162,3.3046262405004487,12555.430753200662,4.345522364080053,0.06356469791571949,4.576130744805875e-14,4.6375409938018836e-09,0.21618739393714587,0,15,1.3464009522400247,1.2911639725457307,0
1471,58.83999999999892,369,19.990241521741577,12549.976484400995,3.3065089904744642,12553.282993391469,4.3467600808156455,0.06356888682830822,3.981035913812008e-14,5.2845812595694874e-09,0.21614466210733743,0,14,1.345883330994989,1.289611230693017,0
1472,58.87999999999892,369,19.990241521741577,12547.802295122776,3.308396817305289,12551.11069194008,4.348000781009287,0.06357288822046486,5.4974401720899997e-14,3.04712796748291e-09,0.21620556475132024,0,14,1.346010459745341,1.2895426139164,0
1473,58.91999999999892,369,19.990241521741577,12545.60324947813,3.310288737581504,12548.913538215711,4.349243816849562,0.06357689014226023,3.869118280220571e-14,3.4527170116038786e-09,0.2160944056754689,0,14,1.3462646143734793,1.289710613417421,0
1474,58.95999999999892,369,19.990241521741577,12543.378216352965,3.312184819313591,12546.690401172278,4.35048923002009,0.06358105726907183,3.1357012243686827e-14,1.5123475529624925e-09,0.21617059950014605,0,14,1.34692950859244,1.2909553068776,0
1475,58.99999999999892,369,19.990241521741577,12541.127684346244,3.314087675026594,12544.44177202127,4.351738734346061,0.06358530218541944,9.450032757572986e-14,1.2316093969330644e-09,0.21609652722711442,0,14,1.34739315964412,1.2920810941918108,0
1476,59.03999999999892,368,20.017383749479176,12537.883163679073,3.3161564548847027,12541.199320133957,4.353096785015316,0.06358994926273281,8.342006702941576e-14,-7.633734260166503e-09,0.21618275156860836,1,15,1.3475180051667557,1.2942738878471187,0
1477,59.07999999999892,368,20.017383749479176,12535.415686516772,3.3180513581121542,12538.733737874883,4.354340327554093,0.06359399768434174,5.992923478240811e-14,2.4656404803719695e-08,0.2160652741635472,0,15,1.348010331604045,1.2934748016899944,0
1478,59.11999999999892,368,20.017383749479176,12533.13336457554,3.319949763183481,12536.453314338723,4.355585809654555,0.06359810385398149,7.35916839821929e-14,9.568158208014127e-09,0.21600909238512744,0,15,1.3479674278630747,1.2958703546826262,0
1479,59.15999999999892,368,20.017383749479176,12530.902392631686,3.3218535068266237,12534.224246138512,4.356834435667095,0.0636022810239176,4.5295302647970834e-14,3.3385282845535547e-09,0.21606324345389427,0,15,1.3472094300726105,1.2977635058745889,0
1480,59.199999999998916,368,20.017383749479176,12528.668363545332,3.323761605615268,12531.992125150948,4.3580855589713945,0.06360639641629447,1.2090330280075182e-13,4.255616990527997e-09,0.21607538905540966,0,15,1.3467279067045068,1.2978889106442262,0
1481,59.239999999998915,368,20.017383749479176,12526.423398084447,3.3256651621501883,12529.749063246598,4.3593333463102555,0.06361057969719894,1.729457814686429e-13,3.0663235466368843e-09,0.21601718745649773,0,15,1.3468816211703911,1.3008910021826245,0
1482,59.279999999998914,368,20.017383749479176,12524.161782705865,3.3275696973115947,12527.489352403178,4.360581417417771,0.06361490863157282,9.47952240973641e-14,-1.6075877458648219e-09,0.21592385654885654,0,15,1.3472978522507317,1.3020730121534314,0
1483,59.31999999999891,368,20.017383749479176,12521.879661778958,3.3294753338869114,12525.209137112844,4.361829852264343,0.06361946015882008,1.6622979459537056e-13,-7.011058486593516e-09,0.21590603217033758,0,15,1.3475127966244171,1.2988893596306066,0
1484,59.35999999999891,367,20.044636837320216,12519.103077420874,3.331624655660863,12522.434702076534,4.363237509265565,0.06362419768843916,4.1504310623634885e-14,-2.1716705136867048e-08,0.21594089227784713,1,16,1.3478180985734833,1.2956135338431838,0
1485,59.39999999999891,367,20.044636837320216,12516.638566635223,3.333502334714598,12519.972068969939,4.364466879580517,0.06362908402395936,2.7136427276492713e-14,-4.787753171350828e-09,0.21582690397274137,0,16,1.3478626875210502,1.2959299238248054,0
1486,59.43999999999891,366,20.07200154198976,12513.477409419547,3.3354053710432363,12516.81281479059,4.365712499114702,0.06366381335201518,5.6728599930449884e-14,-6.788469595481184e-10,0.21581434646166417,1,17,1.3478291576760515,1.2903408625673485,0
1487,59.47999999999891,366,20.07200154198976,12511.110090564494,3.337273337819358,12514.447363902314,4.366934819399059,0.06366453390318612,8.700104147701755e-14,-2.767607074939671e-09,0.21561462565293094,0,17,1.3469121589546345,1.2907908511602815,0
1488,59.51999999999891,366,20.07200154198976,12508.834455117409,3.3391444530893235,12512.173599570498,4.36815885621972,0.06366587809121854,2.025242665286786e-13,-5.839025436554443e-09,0.21583338362899443,0,17,1.3476880561811149,1.293778254910022,0
1489,59.55999999999891,365,20.099478627464205,12505.477799397071,3.3411059778593866,12508.81890537493,4.3694416661599895,0.06366787253173682,8.78644430732209e-14,-4.055833297683664e-09,0.2157151347436064,1,18,1.3484917630813804,1.294337415797202,0
1490,59.59999999999891,365,20.099478627464205,12503.07321259944,3.3429680472213192,12506.416180646662,4.370659088534636,0.06367003738201935,1.0986989224604127e-13,-8.325495010844813e-09,0.21569383234339373,0,18,1.3489639856201319,1.2948311737850389,0
1491,59.639999999998906,365,20.099478627464205,12500.896447064511,3.3448303618802195,12504.241277426392,4.371876331921401,0.06367239387018381,2.479468439018981e-13,-6.338037145895564e-09,0.21558674369786926,0,18,1.3497491033265103,1.2948161984853415,0
1492,59.679999999998905,365,20.099478627464205,12498.803775370568,3.346692315343128,12502.150467685911,4.373093000281033,0.06367497104574502,1.5589604405850205e-13,-3.588529248711378e-09,0.2157526612049267,0,18,1.349850363216456,1.2958670682726643,0
1493,59.719999999998905,365,20.099478627464205,12496.743123690023,3.34856153600032,12500.091685226023,4.374314077117673,0.06367705688460792,4.3364781075014745e-13,-3.4115216055764785e-10,0.21560986032598345,0,18,1.350119992594804,1.3002250554648132,0
1494,59.759999999998904,364,20.12706886506083,12493.46298281322,3.3507738830938054,12496.813756696314,4.375758871301286,0.06367829372574986,5.428632659545441e-14,-6.134323650604234e-09,0.21551175505994824,1,18,1.3484613314773355,1.2930558672868144,0
1495,59.7999999999989,364,20.12706886506083,12491.238433477129,3.352617591276889,12494.591051068406,4.376962547234362,0.0636805867516269,6.061235484815064e-14,7.949334200011565e-09,0.2156032784447831,0,18,1.3485895275742938,1.2930879217554418,0
1496,59.8399999999989,364,20.12706886506083,12489.231410230681,3.354469414231117,12492.585879644912,4.378171189628596,0.06368300151882206,7.542710313128048e-14,3.4538185777078373e-09,0.2154831934725436,0,18,1.3485011773738285,1.2949890261835497,0
1497,59.8799999999989,364,20.12706886506083,12487.304309646277,3.3563273510911906,12490.660636997369,4.3793834881428415,0.06368561069284834,1.0271876200742464e-13,-7.723373611663586e-10,0.21549941687846447,0,18,1.3484416156387522,1.2962241496586555,0
1498,59.9199999999989,364,20.12706886506083,12485.403705203942,3.3581834436098945,12488.761888647552,4.38059424912817,0.06368825051896027,1.1540318380667985e-13,-2.384913610348205e-09,0.21544173338475622,0,18,1.348774718225948,1.2958942248115701,0
1499,59.9599999999989,364,20.12706886506083,12483.507358387013,3.3600421123993995,12486.867400499412,4.381806355636468,0.06369098016500913,1.1644002624838427e-13,-5.249611159836853e-09,0.21551443732981423,0,18,1.3490357129654442,1.2959809394978719,0
1500,59.9999999999989,364,20.12706886506083,12481.606615569532,3.3619043276078577,12484.96851989714,4.3830204390115215,0.0636938405700147,6.724746158549357e-14,-8.617819073370586e-09,0.21550221891772578,0,18,1.349544125387383,1.2958078161378646,0
1501,60.0399999999989,364,20.12706886506083,12479.695393714619,3.363768547025119,12483.059162261645,4.38423549239473,0.06369677126055064,3.420945573891226e-14,-7.571036029444672e-09,0.21553310531990036,0,18,1.3480373554951253,1.2923665952815901,0
1502,60.0799999999989,364,20.12706886506083,12477.764914374424,3.3656330520255877,12481.13054742645,4.385450394595476,0.0636996873866209,6.255618107100288e-14,-8.008002072438028e-09,0.21547877976688418,0,18,1.3480660347810485,1.2927911513757693,0
1503,60.119999999998896,364,20.12706886506083,12475.815573962822,3.367491013854209,12479.183064976676,4.386660698806929,0.063702655495011,1.0638179916198503e-13,-1.0186929395080563e-08,0.21535930397925324,0,18,1.3479393817170164,1.2926584062673416,0
1504,60.159999999998895,364,20.12706886506083,12473.844653523207,3.3693483610574506,12477.214001884264,4.387870269054054,0.06370563027376774,5.800169334788792e-14,-1.135591619046486e-08,0.21536230671630346,0,18,1.347971514088554,1.2940507928883938,0
1505,60.199999999998894,364,20.12706886506083,12471.844555099931,3.3712090693500207,12475.215764169281,4.38908169357194,0.06370857598477944,6.399935472005976e-14,-1.2490219831280333e-08,0.21537160199476676,0,18,1.3472328768416293,1.29192740642923,0
1506,60.23999999999889,364,20.12706886506083,12469.819728097618,3.373068135683584,12473.192796233301,4.390291714422517,0.06371154126058601,1.0530303728265354e-13,-1.2877630045865854e-08,0.21538926330467115,0,18,1.3477318773878249,1.2924215604981173,0
1507,60.27999999999889,364,20.12706886506083,12467.770733784133,3.374926392649075,12471.145660176782,4.391500874776874,0.06371461518061636,7.932737254621192e-14,-1.612500139793957e-08,0.21547135957756364,0,18,1.347664177669017,1.293595178359713,0
1508,60.31999999999889,364,20.12706886506083,12465.688792263563,3.376785530100889,12469.065577793664,4.392710274933644,0.0637177710957566,5.5531404255210914e-14,-1.7284457106249776e-08,0.21522082752208274,0,17,1.3472885884646397,1.2948470126654057,0
1509,60.35999999999889,364,20.12706886506083,12463.578093291146,3.378647611998164,12466.956740903144,4.393921257187387,0.06372101358849971,4.4024144164215303e-14,-1.8030820601779712e-08,0.21523412801725741,0,17,1.3470854707077438,1.2963331893314995,0
1510,60.39999999999889,362,20.18259191914125,12459.960156061834,3.381274919360964,12463.341430981194,4.395629327736638,0.06372297764594442,7.934415509973136e-14,-6.135202886481048e-08,0.21522453704779926,2,19,1.3479163332570767,1.2933118890737354,0
1511,60.43999999999889,362,20.18259191914125,12457.417641479928,3.383058212510415,12460.800699692438,4.396788309940387,0.06372635587489929,8.243010523393941e-14,-2.6786945363233006e-08,0.2151939945861976,0,19,1.347746880021351,1.2946459307184333,0
1512,60.47999999999889,362,20.18259191914125,12455.23529714436,3.3848309424769725,12458.620128086837,4.397940123747453,0.0637297769659414,6.845502084054424e-14,-2.4804231413396924e-08,0.21485685047794031,0,17,1.3477521181188057,1.2958810404733894,0
1513,60.51999999999889,361,20.210526315789473,12452.752191101114,3.386895085835788,12456.13908618695,4.399280897558785,0.06373293446562844,6.511784267585887e-14,-3.3855750525974004e-08,0.21495848740668388,1,17,1.3482505623994747,1.2921404804763648,0
1514,60.55999999999889,361,20.210526315789473,12450.597256236417,3.3886335223554993,12453.985889758773,4.4004097914801,0.06373640327509267,1.6763504991725112e-13,-2.3827026434134965e-08,0.21485923224353845,0,17,1.3485482960632351,1.2929889288233343,0
1515,60.599999999998886,361,20.210526315789473,12448.622222259326,3.390366187409502,12452.012588446736,4.401534649522558,0.06373987080508127,3.46530665879484e-14,-2.007519770341401e-08,0.2147635396023483,0,17,1.349231230115634,1.2938339090359858,0
1516,60.639999999998885,361,20.210526315789473,12446.722561804412,3.39209279734044,12450.114654601754,4.40265529077079,0.06374330021250552,7.950118139656242e-14,-1.902981055981051e-08,0.21490075313184692,0,17,1.3488461706897796,1.2935454992589124,0
1517,60.679999999998884,361,20.210526315789473,12444.853920728667,3.39381837273782,12448.247739101405,4.403774975536893,0.06374674441252218,5.963336412298622e-14,-1.795309159907492e-08,0.2149370103649119,0,17,1.3490819743854985,1.2930765726010116,0
1518,60.71999999999888,361,20.210526315789473,12442.994307330504,3.395543615125008,12446.389850945628,4.404894159440056,0.06375020037701579,6.441781048146413e-14,-1.7602920759267685e-08,0.21484965641734244,0,17,1.3486143207639967,1.293794312689164,0
1519,60.75999999999888,361,20.210526315789473,12441.131041305136,3.3972688696029683,12444.528310174739,4.406013066462151,0.06375365158626883,8.217786498407696e-14,-1.855735046272372e-08,0.21488722224290022,0,17,1.3492725286515665,1.2972262103932688,0
1520,60.79999999999888,361,20.210526315789473,12439.263845289257,3.398996203485044,12442.662841492742,4.407133037354082,0.06375708501055286,4.324497961186575e-14,-1.934749279796505e-08,0.2147566383004462,0,17,1.3491732037727406,1.2965012097121145,0
1521,60.83999999999888,361,20.210526315789473,12437.386894185945,3.4007251036887736,12440.787619289635,4.408253739304153,0.06376054093403168,4.9713366573763304e-14,-1.9573962780922854e-08,0.21490587282828189,0,17,1.348805226058594,1.2958524470075519,0
1522,60.87999999999888,360,20.23857702507763,12434.461003000553,3.4024758950291845,12437.863478895582,4.409388341272166,0.06376411154635683,9.812975891902605e-14,-1.956229611719401e-08,0.21478196531361535,1,17,1.3485273933322017,1.2922060927177819,0
1523,60.91999999999888,360,20.23857702507763,12432.520472448301,3.404203124294257,12435.924675572594,4.410507387451368,0.06376756346826132,1.174189839710283e-13,-1.4534095058981594e-08,0.21462581392859303,0,17,1.3474246343024132,1.2904484512748031,0
1524,60.95999999999888,360,20.23857702507763,12430.7110682723,3.4059332602985863,12434.117001532599,4.411628032206115,0.0637710331977089,7.063914993280279e-14,-1.4939611734775954e-08,0.21473352043452157,0,16,1.3479980080098228,1.2908402971764787,0
1525,60.99999999999888,360,20.23857702507763,12428.957669633452,3.4076642403257074,12432.365333873777,4.412748938672467,0.06377450642538016,6.679731148867615e-14,-1.5152257705269498e-08,0.21457763130946397,0,14,1.3476035192477764,1.291053426402739,0
1526,61.03999999999888,360,20.23857702507763,12427.22972270315,3.409396743457732,12430.639119446609,4.413870546397124,0.06377821284161346,1.0511092090418413e-13,-1.4715936410419905e-08,0.21455070170130566,0,14,1.3470107082595983,1.2894533087881614,0
1527,61.079999999998876,360,20.23857702507763,12425.514258925303,3.4111309345142575,12428.925389859816,4.414992961666088,0.06378202905713788,4.564252771702406e-14,-1.323428842664627e-08,0.21450549041330547,0,14,1.3466195549786293,1.2895542884965576,0
1528,61.119999999998875,360,20.23857702507763,12423.80342223734,3.412865939885791,12427.216288177227,4.4161156186119,0.06378580321773937,3.0399397136735725e-14,-1.302783530208497e-08,0.21448487415689543,0,14,1.3463285446774143,1.2893117188964969,0
1529,61.159999999998874,360,20.23857702507763,12422.089845359076,3.414602099803581,12425.50444745888,4.417238737616018,0.06378956963430395,3.0702043451811554e-14,-1.3182086783464567e-08,0.2145380744685308,0,14,1.3467883710783741,1.2892081358482272,0
1530,61.19999999999887,360,20.23857702507763,12420.357728040848,3.416337817777609,12423.774065858626,4.418361286315773,0.06379336086058399,2.637493315055444e-14,-1.2228506839290568e-08,0.21447359232792532,0,14,1.3475063537221,1.2903815426658234,0
1531,61.23999999999887,359,20.266744856419564,12418.049347620778,3.4182386110898086,12421.467586231867,4.41959026955086,0.06379660451797399,1.8996669420412433e-13,-2.5891539385354198e-08,0.21444766724552933,1,15,1.3477970729485118,1.290377213076292,0
1532,61.27999999999887,359,20.266744856419564,12416.064861388078,3.4199365800166355,12419.484797968094,4.420687824764698,0.06380036195445385,1.2281742272434978e-13,-8.195212113310327e-09,0.21430899760647462,0,15,1.3479568565123845,1.2905758023326892,0
1533,61.31999999999887,359,20.266744856419564,12414.263201030055,3.421644983873043,12417.684846013928,4.421791849412344,0.06380424351998433,9.262215326236402e-14,-1.3643839388583628e-08,0.21421220517357797,0,15,1.3477889475331866,1.2917265212327185,0
1534,61.35999999999887,359,20.266744856419564,12412.538859873805,3.4233616340249347,12415.962221507829,4.422900925455802,0.0638081742271551,5.686567297620035e-14,-1.6180203879848087e-08,0.2142657577112204,0,15,1.3481171168783457,1.2919567341424594,0
1535,61.39999999999887,359,20.266744856419564,12410.846713558965,3.425086517167479,12414.271800076132,4.424015040603583,0.06381207734907929,4.341017709583187e-14,-1.7220327354827356e-08,0.21445335419518874,0,15,1.3476345742489637,1.2912097942639276,0
1536,61.43999999999887,359,20.266744856419564,12409.16404724679,3.426814705192742,12412.590861951983,4.425131009032568,0.06381594051135488,4.2933979983055725e-14,-1.9048522280568428e-08,0.2142800590539263,0,15,1.3474591835402259,1.2912224670937258,0
1537,61.47999999999887,359,20.266744856419564,12407.470035782682,3.4285432376472675,12410.89857902033,4.426246918781084,0.06381968908463782,3.650647443498867e-14,-1.7986062287537324e-08,0.2143612289665001,0,15,1.3477272908014861,1.2911663745087627,0
1538,61.519999999998866,359,20.266744856419564,12405.762126032196,3.430271650234159,12409.19239768243,4.427362469950541,0.06382334234090142,5.072106105084012e-14,-1.7696479262660145e-08,0.21422649489049736,0,15,1.347255104966415,1.2907838466476915,0
1539,61.559999999998865,359,20.266744856419564,12404.041376264788,3.4320023649526172,12407.47337862974,4.428479225592193,0.06382682233149914,3.128266384128147e-14,-1.8917901804978154e-08,0.21420886179126863,0,15,1.347254720725939,1.290791569881563,0
1540,61.599999999998865,359,20.266744856419564,12402.308183256067,3.433736012503398,12405.74191926857,4.429597591313388,0.06383019224721602,4.130309949063785e-14,-1.9364617295748385e-08,0.21415130371598648,0,15,1.347572181503392,1.291501982553925,0
1541,61.639999999998864,359,20.266744856419564,12400.564265877008,3.4354695697737836,12403.999735446781,4.430715616692816,0.0638333730561713,6.421172051912029e-14,-1.826976485223321e-08,0.214180915429652,0,15,1.347512344300176,1.2928851808601032,0
1542,61.67999999999886,359,20.266744856419564,12398.808732655469,3.4372049549149684,12402.245937610383,4.431834538314963,0.06383648791954757,3.707092634393083e-14,-1.7231995479193365e-08,0.21421285277116628,0,14,1.3480015909663032,1.2941704624849983,0
1543,61.71999999999886,359,20.266744856419564,12397.038570146484,3.4389420923681855,12400.477512238853,4.432954306939414,0.06383949974602088,4.619393016035319e-14,-1.7304422465259928e-08,0.21405014114424661,0,14,1.3482011877161098,1.2944721999225157,0
1544,61.75999999999886,359,20.266744856419564,12395.245299483517,3.440681167647309,12398.685980651164,4.4340750419248325,0.06384247459897585,1.0159328924810921e-13,-1.5816062160249264e-08,0.21405746334010323,0,14,1.3487643564214145,1.2948695985771137,0
1545,61.79999999999886,359,20.266744856419564,12393.432580845316,3.4424213088188877,12396.875002154135,4.4351961805632865,0.06384540279670206,5.790776522494106e-14,-1.5504411989084727e-08,0.21405811819291365,0,14,1.3485451495333192,1.2939032434332338,0
1546,61.83999999999886,359,20.266744856419564,12391.610774427378,3.4441642997355735,12395.054938727113,4.436318870851072,0.06384829128427137,3.967489274812387e-14,-1.5834975035204646e-08,0.21400586062156132,0,14,1.3484346612454328,1.2946771149330738,0
1547,61.87999999999886,359,20.266744856419564,12389.778543640128,3.4459096612528795,12393.224453301382,4.437442803442317,0.0638511643454052,1.210304679382407e-13,-1.5109807809674317e-08,0.21413396941941615,0,14,1.3488407137656795,1.2939386717728996,0
1548,61.91999999999886,359,20.266744856419564,12387.940099716112,3.4476563138479825,12391.38775602996,4.438567282517443,0.06385403749133763,4.0646620887286094e-14,-1.4413347829492218e-08,0.21400016773363897,0,14,1.3492216249104556,1.2936682871197702,0
1549,61.95999999999886,359,20.266744856419564,12386.09046406367,3.4494060314060073,12389.539870095077,4.439693449165408,0.06385690444148379,5.843222318464377e-14,-1.321133410352518e-08,0.21416490781767608,0,14,1.3494859317820505,1.293499007260467,0
1550,61.999999999998856,359,20.266744856419564,12384.221392577918,3.45115857964448,12387.672551157562,4.440821150887297,0.06385976320225609,6.752960661978839e-14,-1.2230327325326792e-08,0.2140597113686457,0,13,1.3497525813826914,1.2933676456975682,0
1551,62.039999999998855,359,20.266744856419564,12382.32950146019,3.4529118855367766,12385.782413345727,4.4419490537239925,0.06386257806767157,7.151298826170206e-14,-1.009378925755089e-08,0.21391423485222708,0,13,1.3500645633714947,1.2922303826476969,0
1552,62.079999999998854,359,20.266744856419564,12380.415963866759,3.454662807301154,12383.87062667406,4.443075137133986,0.06386534358739548,6.82280632763641e-14,-8.644902868212845e-09,0.2137617671730823,0,12,1.3503211945006304,1.2923764803044835,0
1553,62.11999999999885,359,20.266744856419564,12378.46967356358,3.4564113034101864,12381.926084866991,4.44419937569491,0.06386810702628914,7.228048972721568e-14,-9.474682648906788e-09,0.21397082809077778,0,12,1.3504812241327164,1.2928014540693304,0
1554,62.15999999999885,359,20.266744856419564,12376.492590752225,3.4581597405969493,12379.950750492822,4.445323292384589,0.0638709299392749,9.339684518261244e-14,-8.5830084172768e-09,0.21380399979493012,0,11,1.3503156277619721,1.2939182190776337,0
1555,62.19999999999885,359,20.266744856419564,12374.489341150907,3.4599058239753084,12377.949246974882,4.446445412984528,0.06387379683193063,1.0297144770197874e-13,-7.199443614403292e-09,0.21386957251253752,0,11,1.349965972284584,1.2953187346109554,0
1556,62.23999999999885,359,20.266744856419564,12372.456796918277,3.461653745946748,12375.918450664223,4.4475684321995725,0.06387666507220632,7.981887340699112e-13,-8.43767054836686e-09,0.21382360892302815,0,11,1.350481030423407,1.2979714395554507,0
1557,62.27999999999885,359,20.266744856419564,12370.399386627087,3.4634046540676833,12373.862791281153,4.448693086629776,0.06387953758728132,1.167454016732933e-13,-7.541366477906847e-09,0.21379493585918855,0,10,1.3496957651049444,1.2963159233256891,0
1558,62.31999999999885,359,20.266744856419564,12368.317190427804,3.465156512935213,12371.78234694074,4.449818067659923,0.06388239879402852,6.137287601805041e-14,-6.417240980141972e-09,0.21379889049461565,0,10,1.3502595815555196,1.296252816800463,0
1559,62.35999999999885,359,20.266744856419564,12366.20204074298,3.4669117448581583,12369.668952487838,4.450944929594346,0.06388524869146386,5.791395336773616e-14,-7.376977648318114e-09,0.21388811188811188,0,10,1.3485363928151797,1.2927468217771283,0
