step,time,grain_count,mean_area,area_cv,area_skewness
0,0.0,800,184.32,0.6635649369100355,0.9274546607405266
4200,168.00000000000085,180,819.2,0.7472258916238489,0.7119791095510053
8379,335.16000000002384,100,1474.56,0.7076795478452285,0.5806505687829238
