step,physical_time,grain_count,boundary_density,compactness_mean,maximum_population_loss,finite,phase_sum_max_abs_error,minimum_phase,maximum_phase,active_support_mean,active_support_max,pair_record_count,line_record_count,capillary_pair_term_sum,signed_elastic_pair_force_sum,barrier_pair_term_sum,runtime_seconds,maximum_resident_kbytes,path,sha256,bytes
0,0.0,17,0.027008,0.5731183998555748,0.0,True,1.1102230246251565e-16,0.0,1.0,1.12352,3,383984,5216,-3.209238430557093e-16,-1.4247179695235341,442270.9365433835,2.439177780179307,406584,native-state-step000000.npz,eb60b24a2f120a079d28755885a20a1316cf8e6cad9cf6c21d14a2053063c882,2301612
1,0.1,17,0.025152,0.5850465565858544,0.1637852593266606,True,2.220446049250313e-16,0.0,1.0,1.081024,3,352496,3968,1.7867651802561113e-15,-1.0448079145624523,374323.5081915878,0.20890394691377878,542108,native-state-step000001.npz,278381ff6b66cdd95f1dca7e77d2d7d64ec502547aa0d3b67fdc52d8c3d9ce7a,3615213
