trajectory_id,movie_path,status
ANISO_B0,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_G,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_T,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_GT,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_GTC_GB,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_GSC_GBTJ_Ks025,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_GTSC_GBTJ_Ks025,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_GTSC_GBTJ_Ks030_LONG,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_E_ONLY_B0,,NOT_PRODUCED_NO_TRAJECTORY
ANISO_M_ONLY_B0,,NOT_PRODUCED_NO_TRAJECTORY
