regime,metric,metric_bin,time_bin,pairs,same_entity_fraction,same_gb_fraction,shared_tj_connectivity_fraction
C_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",50,0.0,0.0,0.42
C_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",48,0.0,0.0,0.5416666666666666
C_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",224,0.0,0.004464285714285714,0.42857142857142855
C_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",1162,0.0,0.0,0.0008605851979345956
C_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",3233,0.0,0.0,0.0
C_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",4145,0.0,0.0,0.00024125452352231604
C_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",17769,0.0,0.0,0.0
C_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",53,0.0,0.0,0.22641509433962265
C_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",118,0.0,0.0,0.288135593220339
C_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",141,0.0,0.0,0.24822695035460993
C_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",546,0.0,0.0,0.19413919413919414
GC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",17,0.23529411764705882,0.23529411764705882,0.7647058823529411
GC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",74,0.44594594594594594,0.44594594594594594,0.5540540540540541
GC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",69,0.3188405797101449,0.3188405797101449,0.6811594202898551
GC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",251,0.5418326693227091,0.5418326693227091,0.44223107569721115
GC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",21,0.0,0.0,0.14285714285714285
GC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",68,0.0,0.0,0.1323529411764706
GC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",103,0.0,0.0,0.05825242718446602
GC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",438,0.0,0.0,0.13470319634703196
GC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",81,0.0,0.0,0.0
GC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",281,0.0,0.0,0.0035587188612099642
GC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",395,0.0,0.0,0.007594936708860759
GC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",1640,0.0006097560975609756,0.0006097560975609756,0.010365853658536586
GC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",7,0.0,0.0,0.8571428571428571
GC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",10,0.0,0.0,0.9
GC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",12,0.0,0.0,0.9166666666666666
GC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",74,0.0,0.0,0.7837837837837838
GC_GB,distance,"(64.0, inf]","(-inf, 0.04]",300,0.0,0.0,0.0
GC_GB,distance,"(64.0, inf]","(0.04, 0.16]",777,0.0,0.0,0.0
GC_GB,distance,"(64.0, inf]","(0.16, 0.32]",1067,0.0,0.0,0.0009372071227741331
GC_GB,distance,"(64.0, inf]","(0.32, 1.0]",4616,0.0,0.0,0.0004332755632582322
GC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",6,0.0,0.0,0.5
GC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",22,0.0,0.045454545454545456,0.5
GC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",26,0.0,0.038461538461538464,0.38461538461538464
GC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",147,0.0,0.013605442176870748,0.4557823129251701
GC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",75,0.2,0.16,0.7733333333333333
GC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",191,0.6020942408376964,0.47643979057591623,0.43455497382198954
GC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",211,0.7203791469194313,0.6445497630331753,0.3127962085308057
GC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",837,0.7084826762246117,0.6379928315412187,0.3010752688172043
GC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",62,0.0,0.0,0.0
GC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",227,0.0,0.0,0.039647577092511016
GC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",284,0.0,0.0,0.017605633802816902
GC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",1246,0.0,0.0,0.013643659711075442
GC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",336,0.0,0.0,0.005952380952380952
GC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",920,0.0,0.0,0.002173913043478261
GC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",1142,0.0,0.0,0.0
GC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",4989,0.00020044097013429546,0.00020044097013429546,0.0006013229104028864
GC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",21,0.0,0.0,0.6190476190476191
GC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",33,0.0,0.0,0.5151515151515151
GC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",34,0.0,0.0,0.4117647058823529
GC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",119,0.0,0.0,0.36134453781512604
GC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",728,0.0,0.0,0.0
GC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",1991,0.0,0.0,0.0
GC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",2620,0.0,0.0,0.0
GC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",11611,0.0,0.0,0.0
GC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",34,0.0,0.0,0.5
GC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",73,0.0,0.0,0.2328767123287671
GC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",108,0.0,0.0,0.16666666666666666
GC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",333,0.0,0.0,0.1981981981981982
GSC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",13,0.15384615384615385,0.15384615384615385,0.8461538461538461
GSC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",48,0.5625,0.5625,0.4375
GSC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",68,0.6323529411764706,0.6323529411764706,0.35294117647058826
GSC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",262,0.7175572519083969,0.7175572519083969,0.2748091603053435
GSC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",27,0.0,0.0,0.07407407407407407
GSC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",70,0.0,0.0,0.1
GSC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",90,0.0,0.0,0.1
GSC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",431,0.004640371229698376,0.004640371229698376,0.1345707656612529
GSC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",104,0.0,0.0,0.009615384615384616
GSC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",293,0.0,0.0,0.006825938566552901
GSC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",378,0.0,0.0,0.005291005291005291
GSC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",1565,0.0,0.0006389776357827476,0.012140575079872205
GSC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",9,0.0,0.0,1.0
GSC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",27,0.0,0.0,0.8148148148148148
GSC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",38,0.0,0.0,0.868421052631579
GSC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",114,0.0,0.008771929824561403,0.8771929824561403
GSC_GB,distance,"(64.0, inf]","(-inf, 0.04]",300,0.0,0.0,0.0
GSC_GB,distance,"(64.0, inf]","(0.04, 0.16]",764,0.0,0.0,0.003926701570680628
GSC_GB,distance,"(64.0, inf]","(0.16, 0.32]",1053,0.0,0.0,0.002849002849002849
GSC_GB,distance,"(64.0, inf]","(0.32, 1.0]",4539,0.0,0.0,0.0030843798193434676
GSC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",13,0.0,0.0,0.5384615384615384
GSC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",29,0.0,0.0,0.5172413793103449
GSC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",38,0.0,0.02631578947368421,0.5
GSC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",143,0.0,0.027972027972027972,0.5244755244755245
GSC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",92,0.21739130434782608,0.13043478260869565,0.8478260869565217
GSC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",193,0.6632124352331606,0.46632124352331605,0.47668393782383417
GSC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",315,0.7492063492063492,0.4,0.5619047619047619
GSC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",1624,0.7623152709359606,0.31403940886699505,0.6631773399014779
GSC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",115,0.0,0.0,0.0
GSC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",320,0.0,0.0,0.0375
GSC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",464,0.0,0.0,0.04525862068965517
GSC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",1856,0.0,0.0,0.029094827586206896
GSC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",514,0.0,0.0,0.0019455252918287938
GSC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",1375,0.0,0.0,0.002909090909090909
GSC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",1740,0.0,0.0,0.0011494252873563218
GSC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",7562,0.0,0.0,0.0015868817773075905
GSC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",35,0.0,0.0,0.8285714285714286
GSC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",92,0.0,0.0,0.7934782608695652
GSC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",97,0.0,0.0,0.8350515463917526
GSC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",539,0.0,0.0018552875695732839,0.8923933209647495
GSC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",1198,0.0,0.0,0.0
GSC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",3112,0.0,0.0,0.00032133676092544985
GSC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",4157,0.0,0.0,0.0
GSC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",17888,0.0,0.0,0.00011180679785330948
GSC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",69,0.0,0.0,0.2753623188405797
GSC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",186,0.0,0.0,0.41935483870967744
GSC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",259,0.0,0.0,0.528957528957529
GSC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",1136,0.0,0.0,0.5184859154929577
GTC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",20,0.2,0.2,0.8
GTC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",47,0.3191489361702128,0.3191489361702128,0.6808510638297872
GTC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",44,0.3181818181818182,0.3181818181818182,0.6590909090909091
GTC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",130,0.4230769230769231,0.43846153846153846,0.5615384615384615
GTC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",22,0.0,0.0,0.22727272727272727
GTC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",69,0.0,0.0,0.11594202898550725
GTC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",114,0.0,0.0,0.07894736842105263
GTC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",428,0.0,0.0,0.13317757009345793
GTC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",73,0.0,0.0,0.0136986301369863
GTC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",257,0.0,0.0,0.007782101167315175
GTC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",334,0.0,0.0,0.014970059880239521
GTC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",1450,0.0,0.0,0.009655172413793104
GTC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",3,0.0,0.0,1.0
GTC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",14,0.0,0.0,0.8571428571428571
GTC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",22,0.045454545454545456,0.045454545454545456,0.6363636363636364
GTC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",70,0.0,0.0,0.8142857142857143
GTC_GB,distance,"(64.0, inf]","(-inf, 0.04]",253,0.0,0.0,0.007905138339920948
GTC_GB,distance,"(64.0, inf]","(0.04, 0.16]",713,0.0,0.0,0.0
GTC_GB,distance,"(64.0, inf]","(0.16, 0.32]",937,0.0,0.0,0.0010672358591248667
GTC_GB,distance,"(64.0, inf]","(0.32, 1.0]",4114,0.0,0.0,0.0009722897423432182
GTC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",7,0.0,0.14285714285714285,0.2857142857142857
GTC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",24,0.0,0.0,0.5833333333333334
GTC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",30,0.0,0.0,0.3333333333333333
GTC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",121,0.0,0.008264462809917356,0.3884297520661157
GTC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",80,0.2,0.15,0.75
GTC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",179,0.5865921787709497,0.5027932960893855,0.4245810055865922
GTC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",227,0.6828193832599119,0.6079295154185022,0.31718061674008813
GTC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",834,0.7182254196642686,0.6498800959232613,0.290167865707434
GTC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",82,0.0,0.0,0.012195121951219513
GTC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",192,0.0,0.0,0.020833333333333332
GTC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",273,0.0,0.0,0.014652014652014652
GTC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",1127,0.0,0.0,0.013309671694764862
GTC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",290,0.0,0.0,0.0034482758620689655
GTC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",812,0.0,0.0,0.0
GTC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",1074,0.0,0.0,0.0
GTC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",4810,0.0,0.0,0.0006237006237006237
GTC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",21,0.0,0.0,0.7619047619047619
GTC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",31,0.0,0.0,0.41935483870967744
GTC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",35,0.0,0.0,0.42857142857142855
GTC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",129,0.0,0.0,0.32558139534883723
GTC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",696,0.0,0.0,0.0
GTC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",2046,0.0,0.0,0.0
GTC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",2606,0.0,0.0,0.0003837298541826554
GTC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",11191,0.0,0.0,0.0
GTC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",26,0.0,0.0,0.34615384615384615
GTC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",51,0.0,0.0,0.35294117647058826
GTC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",80,0.0,0.0,0.275
GTC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",291,0.0,0.0,0.18213058419243985
GTSC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",14,0.2857142857142857,0.2857142857142857,0.7142857142857143
GTSC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",36,0.5277777777777778,0.5277777777777778,0.4444444444444444
GTSC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",51,0.5490196078431373,0.5490196078431373,0.43137254901960786
GTSC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",209,0.6889952153110048,0.6889952153110048,0.2966507177033493
GTSC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",23,0.0,0.0,0.08695652173913043
GTSC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",62,0.0,0.0,0.08064516129032258
GTSC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",88,0.011363636363636364,0.011363636363636364,0.09090909090909091
GTSC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",334,0.0029940119760479044,0.0029940119760479044,0.07784431137724551
GTSC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",65,0.0,0.0,0.015384615384615385
GTSC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",172,0.0,0.0,0.005813953488372093
GTSC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",278,0.0,0.0,0.007194244604316547
GTSC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",1028,0.0,0.0,0.0038910505836575876
GTSC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",3,0.0,0.3333333333333333,0.6666666666666666
GTSC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",8,0.0,0.125,0.625
GTSC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",15,0.0,0.0,0.7333333333333333
GTSC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",52,0.019230769230769232,0.019230769230769232,0.7692307692307693
GTSC_GB,distance,"(64.0, inf]","(-inf, 0.04]",177,0.0,0.0,0.0
GTSC_GB,distance,"(64.0, inf]","(0.04, 0.16]",532,0.0,0.0,0.009398496240601503
GTSC_GB,distance,"(64.0, inf]","(0.16, 0.32]",723,0.0,0.0,0.005532503457814661
GTSC_GB,distance,"(64.0, inf]","(0.32, 1.0]",3269,0.0,0.0,0.0030590394616090547
GTSC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",7,0.0,0.0,0.2857142857142857
GTSC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",15,0.0,0.06666666666666667,0.2
GTSC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",22,0.0,0.0,0.45454545454545453
GTSC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",106,0.0,0.009433962264150943,0.4528301886792453
GTSC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",81,0.2222222222222222,0.14814814814814814,0.8271604938271605
GTSC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",235,0.7021276595744681,0.3702127659574468,0.6170212765957447
GTSC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",387,0.7674418604651163,0.330749354005168,0.6459948320413437
GTSC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",2151,0.7889353788935379,0.2398884239888424,0.7433751743375174
GTSC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",162,0.0,0.0,0.012345679012345678
GTSC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",389,0.0,0.0,0.05912596401028278
GTSC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",498,0.0,0.0,0.05622489959839357
GTSC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",2293,0.0,0.0,0.03794156127344091
GTSC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",561,0.0,0.0,0.0017825311942959
GTSC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",1569,0.0,0.0,0.0012746972594008922
GTSC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",1948,0.0,0.0,0.0
GTSC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",8701,0.0,0.0,0.0009194345477531318
GTSC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",43,0.0,0.0,0.8837209302325582
GTSC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",84,0.0,0.011904761904761904,0.8095238095238095
GTSC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",123,0.0,0.0,0.8292682926829268
GTSC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",616,0.0,0.0,0.9301948051948052
GTSC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",1448,0.0,0.0,0.0013812154696132596
GTSC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",4043,0.0,0.0,0.0
GTSC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",5076,0.0,0.0,0.00019700551615445234
GTSC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",22096,0.0,0.0,0.0
GTSC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",94,0.0,0.0,0.5638297872340425
GTSC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",220,0.0,0.0,0.5318181818181819
GTSC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",252,0.0,0.0,0.626984126984127
GTSC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",1205,0.0,0.0,0.6182572614107884
SC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",12,0.4166666666666667,0.4166666666666667,0.5833333333333334
SC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",67,0.6119402985074627,0.6119402985074627,0.3880597014925373
SC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",112,0.7053571428571429,0.7053571428571429,0.29464285714285715
SC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",623,0.7688603531300161,0.7688603531300161,0.23113964686998395
SC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",39,0.0,0.0,0.02564102564102564
SC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",167,0.0,0.0,0.05389221556886228
SC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",234,0.0,0.0,0.029914529914529916
SC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",936,0.0,0.0,0.03632478632478633
SC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",121,0.0,0.0,0.008264462809917356
SC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",378,0.0,0.0026455026455026454,0.007936507936507936
SC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",557,0.0,0.0,0.005385996409335727
SC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",2251,0.0,0.000444247001332741,0.006219458018658374
SC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",8,0.0,0.0,0.875
SC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",24,0.0,0.0,0.9166666666666666
SC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",53,0.0,0.018867924528301886,0.9245283018867925
SC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",214,0.0,0.0,0.9766355140186916
