regime,metric,metric_bin,time_bin,pairs,same_entity_fraction,same_gb_fraction,shared_tj_connectivity_fraction
SC_GB,distance,"(64.0, inf]","(-inf, 0.04]",373,0.0,0.0,0.002680965147453083
SC_GB,distance,"(64.0, inf]","(0.04, 0.16]",1140,0.0,0.0,0.0061403508771929825
SC_GB,distance,"(64.0, inf]","(0.16, 0.32]",1438,0.0,0.0,0.004172461752433936
SC_GB,distance,"(64.0, inf]","(0.32, 1.0]",6391,0.0,0.0,0.005319981223595682
SC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",10,0.0,0.0,0.7
SC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",19,0.0,0.0,0.5263157894736842
SC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",26,0.0,0.0,0.5769230769230769
SC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",113,0.0,0.008849557522123894,0.6017699115044248
SC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",126,0.16666666666666666,0.06349206349206349,0.9365079365079365
SC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",485,0.5608247422680412,0.13814432989690723,0.8577319587628865
SC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",705,0.5985815602836879,0.13191489361702127,0.8609929078014185
SC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",3320,0.5939759036144578,0.12379518072289157,0.8716867469879518
SC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",280,0.0,0.0,0.02142857142857143
SC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",682,0.0,0.0,0.01906158357771261
SC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",876,0.0,0.001141552511415525,0.017123287671232876
SC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",3544,0.0,0.0,0.02144469525959368
SC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",1124,0.0,0.0,0.008896797153024912
SC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",3196,0.0,0.0,0.002816020025031289
SC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",3940,0.0,0.0,0.0020304568527918783
SC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",17205,0.0,0.0,0.004359197907585004
SC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",55,0.0,0.0,0.7272727272727273
SC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",144,0.0,0.0,0.7222222222222222
SC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",200,0.0,0.015,0.75
SC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",1024,0.0009765625,0.0029296875,0.7216796875
SC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",2243,0.0,0.0,0.0017833259028087382
SC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",6345,0.0,0.0,0.00047281323877068556
SC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",8228,0.0,0.0,0.00012153621779290228
SC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",33717,0.0,0.0,0.0006228312127413471
SC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",173,0.0,0.0,0.35260115606936415
SC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",397,0.0,0.0,0.2594458438287154
SC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",458,0.0,0.002183406113537118,0.2576419213973799
SC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",1890,0.0,0.0,0.29417989417989415
TC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",17,0.058823529411764705,0.058823529411764705,0.9411764705882353
TC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",50,0.28,0.28,0.72
TC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",60,0.3333333333333333,0.3333333333333333,0.6666666666666666
TC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",217,0.3824884792626728,0.391705069124424,0.6036866359447005
TC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",28,0.0,0.0,0.25
TC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",89,0.0,0.0,0.07865168539325842
TC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",133,0.0,0.0,0.13533834586466165
TC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",504,0.0,0.0,0.125
TC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",124,0.0,0.0,0.008064516129032258
TC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",288,0.0,0.0,0.010416666666666666
TC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",409,0.0,0.0,0.019559902200488997
TC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",1853,0.0,0.0,0.007555315704263357
TC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",3,0.0,0.0,0.6666666666666666
TC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",16,0.0,0.0,0.875
TC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",22,0.0,0.0,0.6818181818181818
TC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",77,0.0,0.0,0.7662337662337663
TC_GB,distance,"(64.0, inf]","(-inf, 0.04]",301,0.0,0.0,0.0
TC_GB,distance,"(64.0, inf]","(0.04, 0.16]",967,0.0,0.0,0.001034126163391934
TC_GB,distance,"(64.0, inf]","(0.16, 0.32]",1288,0.0,0.0,0.0007763975155279503
TC_GB,distance,"(64.0, inf]","(0.32, 1.0]",5318,0.0,0.0,0.0011282437006393381
TC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",11,0.0,0.0,0.36363636363636365
TC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",27,0.0,0.0,0.4444444444444444
TC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",27,0.0,0.0,0.37037037037037035
TC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",146,0.0,0.0136986301369863,0.410958904109589
TC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",54,0.05555555555555555,0.018518518518518517,0.9074074074074074
TC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",132,0.36363636363636365,0.17424242424242425,0.6590909090909091
TC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",160,0.34375,0.16875,0.6625
TC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",520,0.38076923076923075,0.2173076923076923,0.6307692307692307
TC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",105,0.0,0.0,0.009523809523809525
TC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",351,0.0,0.0,0.017094017094017096
TC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",465,0.0,0.0,0.01935483870967742
TC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",2001,0.0,0.0,0.01199400299850075
TC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",447,0.0,0.0,0.0022371364653243847
TC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",1408,0.0,0.0,0.0
TC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",1817,0.0,0.0,0.0
TC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",7735,0.0,0.0,0.0001292824822236587
TC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",30,0.0,0.0,0.5333333333333333
TC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",45,0.0,0.0,0.5777777777777777
TC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",62,0.0,0.0,0.43548387096774194
TC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",240,0.0,0.0,0.4625
TC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",1245,0.0,0.0,0.0008032128514056225
TC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",3371,0.0,0.0,0.0
TC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",4419,0.0,0.0,0.00022629554197782303
TC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",18829,0.0,0.0,0.00010621913006532477
TC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",41,0.0,0.0,0.2682926829268293
TC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",105,0.0,0.0,0.3142857142857143
TC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",134,0.0,0.0,0.20149253731343283
TC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",542,0.0,0.0,0.21033210332103322
TSC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",9,0.6666666666666666,0.6666666666666666,0.3333333333333333
TSC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",46,0.7391304347826086,0.7391304347826086,0.2608695652173913
TSC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",86,0.872093023255814,0.872093023255814,0.12790697674418605
TSC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",376,0.8882978723404256,0.8882978723404256,0.11170212765957446
TSC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",21,0.0,0.0,0.0
TSC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",57,0.0,0.0,0.03508771929824561
TSC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",81,0.012345679012345678,0.012345679012345678,0.037037037037037035
TSC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",308,0.003246753246753247,0.003246753246753247,0.02922077922077922
TSC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",66,0.0,0.0,0.015151515151515152
TSC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",181,0.0,0.0,0.0055248618784530384
TSC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",225,0.0,0.0,0.008888888888888889
TSC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",947,0.0010559662090813093,0.0010559662090813093,0.007391763463569166
TSC_GB,distance,"(4.0, 8.0]","(-inf, 0.04]",5,0.0,0.0,0.8
TSC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",17,0.0,0.058823529411764705,0.8823529411764706
TSC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",24,0.041666666666666664,0.041666666666666664,0.8333333333333334
TSC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",58,0.017241379310344827,0.017241379310344827,0.8103448275862069
TSC_GB,distance,"(64.0, inf]","(-inf, 0.04]",167,0.0,0.0,0.005988023952095809
TSC_GB,distance,"(64.0, inf]","(0.04, 0.16]",465,0.0,0.0,0.004301075268817204
TSC_GB,distance,"(64.0, inf]","(0.16, 0.32]",547,0.0,0.0,0.02010968921389397
TSC_GB,distance,"(64.0, inf]","(0.32, 1.0]",2570,0.0,0.0,0.006614785992217899
TSC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",5,0.0,0.0,0.2
TSC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",8,0.0,0.0,0.375
TSC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",9,0.0,0.0,0.3333333333333333
TSC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",51,0.0,0.0196078431372549,0.23529411764705882
TSC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",197,0.16243654822335024,0.04060913705583756,0.9390862944162437
TSC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",629,0.5739268680445151,0.11764705882352941,0.8744038155802861
TSC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",899,0.5995550611790879,0.11457174638487208,0.8765294771968855
TSC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",4142,0.6103331723804926,0.1086431675519073,0.8879768227909223
TSC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",380,0.0,0.0,0.013157894736842105
TSC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",1047,0.0,0.0,0.008595988538681949
TSC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",1241,0.0,0.0,0.0136986301369863
TSC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",5139,0.0,0.0,0.013426736719206071
TSC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",1677,0.0,0.0,0.007751937984496124
TSC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",4588,0.0,0.0,0.002179598953792502
TSC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",5617,0.0,0.0,0.001246216841730461
TSC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",23699,0.0,0.0,0.0034178657327313387
TSC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",73,0.0,0.0,0.8493150684931506
TSC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",191,0.0,0.0,0.7329842931937173
TSC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",244,0.0,0.0,0.6844262295081968
TSC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",1189,0.0,0.001682085786375105,0.7451640033641715
TSC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",3291,0.0,0.0,0.0009115770282588879
TSC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",9139,0.0,0.0,0.000218842324105482
TSC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",11512,0.0,0.0,0.0004343293954134816
TSC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",47260,2.1159542953872196e-05,0.0,0.0010156580617858655
TSC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",229,0.0,0.0,0.2314410480349345
TSC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",528,0.0,0.0,0.2897727272727273
TSC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",640,0.0,0.0,0.2796875
TSC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",2673,0.0,0.0,0.30115974560419007
C_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",12,1.0,1.0,0.0
C_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",11,1.0,1.0,0.0
C_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",68,1.0,1.0,0.0
C_GB,gb_arclength_separation,"(6.0, 12.0]","(0.04, 0.16]",2,0.0,1.0,0.0
C_GB,gb_arclength_separation,"(6.0, 12.0]","(0.16, 0.32]",3,0.0,1.0,0.0
C_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",4,0.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",27,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",26,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",112,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",1,0.0,1.0,0.0
GC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",4,1.0,1.0,0.0
GC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",33,1.0,1.0,0.0
GC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",22,1.0,1.0,0.0
GC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",137,1.0,1.0,0.0
GC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.04, 0.16]",1,0.0,1.0,0.0
GC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.16, 0.32]",1,0.0,1.0,0.0
GC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",2,0.0,1.0,0.0
GC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",12,1.0,1.0,0.0
GC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",91,1.0,1.0,0.0
GC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",136,1.0,1.0,0.0
GC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",535,1.0,1.0,0.0
GSC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",2,1.0,1.0,0.0
GSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",27,1.0,1.0,0.0
GSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",43,1.0,1.0,0.0
GSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",190,1.0,1.0,0.0
GSC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.16, 0.32]",1,0.0,1.0,0.0
GSC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",6,0.0,1.0,0.0
GSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",12,1.0,1.0,0.0
GSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",90,1.0,1.0,0.0
GSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",126,1.0,1.0,0.0
GSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",510,1.0,1.0,0.0
GSC_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",1,0.0,1.0,0.0
GTC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",4,1.0,1.0,0.0
GTC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",15,1.0,1.0,0.0
GTC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",15,1.0,1.0,0.0
GTC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",55,1.0,1.0,0.0
GTC_GB,gb_arclength_separation,"(6.0, 12.0]","(-inf, 0.04]",1,0.0,1.0,0.0
GTC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",3,0.0,1.0,0.0
GTC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",12,1.0,1.0,0.0
GTC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",90,1.0,1.0,0.0
GTC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",138,1.0,1.0,0.0
GTC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",542,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",4,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",19,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",29,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",146,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(6.0, 12.0]","(-inf, 0.04]",1,0.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.04, 0.16]",2,0.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",1,0.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",12,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",87,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",128,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",516,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.04, 0.16]",1,0.0,1.0,0.0
SC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",5,1.0,1.0,0.0
SC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",41,1.0,1.0,0.0
SC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",79,1.0,1.0,0.0
SC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",479,1.0,1.0,0.0
SC_GB,gb_arclength_separation,"(12.0, 24.0]","(0.04, 0.16]",1,0.0,1.0,0.0
SC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.16, 0.32]",1,0.0,1.0,0.0
SC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",2,0.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",8,1.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",67,1.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",93,1.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",409,1.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(12.0, 24.0]","(0.16, 0.32]",1,0.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.16, 0.32]",4,0.0,1.0,0.0
SC_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",5,0.0,1.0,0.0
TC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",1,1.0,1.0,0.0
TC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",14,1.0,1.0,0.0
TC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",20,1.0,1.0,0.0
TC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",83,1.0,1.0,0.0
TC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",4,0.0,1.0,0.0
TC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",1,1.0,1.0,0.0
TC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",23,1.0,1.0,0.0
TC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",27,1.0,1.0,0.0
TC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",113,1.0,1.0,0.0
TSC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",6,1.0,1.0,0.0
TSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",34,1.0,1.0,0.0
TSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",77,1.0,1.0,0.0
TSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",337,1.0,1.0,0.0
TSC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.04, 0.16]",1,0.0,1.0,0.0
TSC_GB,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",1,0.0,1.0,0.0
TSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",8,1.0,1.0,0.0
TSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",74,1.0,1.0,0.0
TSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",103,1.0,1.0,0.0
TSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",450,1.0,1.0,0.0
TSC_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",2,0.0,1.0,0.0
