case,state_index,physical_time,maximum_active_phases,maximum_active_pairs,supported_pair_instances,zero_gradient_pair_instances,minimum_nonzero_pair_gradient,maximum_phase_sum_error,minimum_phase_value,finite
A0,36,0.0022913760293410274,7,21,64824,0,3.473724569316044e-07,2.220446049250313e-16,0.0,True
A0,37,0.0023550253634893894,7,21,64824,0,3.671995553130615e-07,2.220446049250313e-16,0.0,True
A0,38,0.0024186746976377514,7,21,64824,0,3.8757548103903784e-07,2.220446049250313e-16,0.0,True
A0,39,0.0024823240317861134,7,21,64824,0,4.08500126917663e-07,2.220446049250313e-16,0.0,True
A0,40,0.0025459733659344754,7,21,64824,0,4.299733855139343e-07,2.220446049250313e-16,0.0,True
A0,41,0.0026096227000828374,7,21,64824,0,4.5199514914982504e-07,2.220446049250313e-16,0.0,True
A0,42,0.0026732720342311994,7,21,64824,0,4.7456530990466414e-07,3.3306690738754696e-16,0.0,True
A0,43,0.0027369213683795615,7,21,64824,0,4.976837596154342e-07,2.220446049250313e-16,0.0,True
A0,44,0.0028005707025279235,7,21,64122,0,5.213503898770155e-07,3.3306690738754696e-16,0.0,True
A0,45,0.0028642200366762855,7,21,62638,0,5.455650920425519e-07,2.220446049250313e-16,0.0,True
A0,46,0.0029278693708246475,7,21,62592,0,5.703277572236202e-07,2.220446049250313e-16,0.0,True
A0,47,0.0029915187049730095,7,21,59974,0,3.2835198931935317e-05,3.3306690738754696e-16,0.0,True
A0,48,0.0030551680391213715,7,21,59627,0,2.3150830602003403e-06,3.3306690738754696e-16,0.0,True
A0,49,0.0031188173732697336,7,21,59618,0,9.672813887630486e-06,2.220446049250313e-16,0.0,True
A0,50,0.0031824667074180956,7,21,57529,0,2.096739130824643e-05,3.3306690738754696e-16,0.0,True
A0,51,0.0032461160415664576,7,21,56264,0,2.1742188161828074e-06,3.3306690738754696e-16,0.0,True
A0,52,0.0033097653757148196,7,21,56202,0,2.257926508012105e-06,3.3306690738754696e-16,0.0,True
A0,53,0.0033734147098631816,7,21,56145,0,2.3421286818921944e-06,3.3306690738754696e-16,0.0,True
A0,54,0.0034370640440115436,7,21,55201,0,3.426326699029758e-07,2.220446049250313e-16,0.0,True
A0,55,0.0035007133781599056,7,21,54896,0,2.5120187614711964e-06,2.220446049250313e-16,0.0,True
A0,56,0.0035643627123082677,7,21,54657,0,2.5977078099105252e-06,3.3306690738754696e-16,0.0,True
A0,57,0.0036280120464566297,7,21,54657,0,2.6838936258823456e-06,2.220446049250313e-16,0.0,True
A0,58,0.0036916613806049917,7,21,54657,0,2.7705767806649254e-06,2.220446049250313e-16,0.0,True
A0,59,0.0037553107147533537,7,21,54657,0,2.8577578454992356e-06,3.3306690738754696e-16,0.0,True
A0,60,0.0038189600489017157,7,21,54657,0,2.9454373915906856e-06,2.220446049250313e-16,0.0,True
A0,61,0.0038826093830500777,7,21,54657,0,3.0336159901047863e-06,3.3306690738754696e-16,0.0,True
A0,62,0.00394625871719844,7,21,54657,0,3.1222942121723538e-06,2.220446049250313e-16,0.0,True
A0,63,0.004009908051346801,7,21,54657,0,3.2114726288843057e-06,2.220446049250313e-16,0.0,True
A0,64,0.004073557385495163,7,21,54657,0,3.3011518112951305e-06,2.220446049250313e-16,0.0,True
A2 coarse,0,0.0,7,21,64824,26,0.001484508371975224,2.220446049250313e-16,0.0,True
A2 coarse,1,6.36493341483619e-05,7,21,81404,0,7.394191699146207e-09,2.220446049250313e-16,0.0,True
A2 coarse,2,0.0001272986682967238,8,28,99448,300,1.1239955344184435e-13,2.220446049250313e-16,0.0,True
A2 coarse,3,0.00019094800244508567,9,36,119939,339,2.253323482137527e-19,2.220446049250313e-16,0.0,True
A2 coarse,4,0.0002545973365934476,9,36,138550,193,8.804982538556322e-23,2.220446049250313e-16,0.0,True
A2 coarse,5,0.0003182466707418095,9,36,162406,297,9.501671831206043e-26,2.220446049250313e-16,0.0,True
A2 coarse,6,0.0003818960048901714,10,45,190196,357,3.105036470279223e-19,2.220446049250313e-16,0.0,True
A2 coarse,7,0.0004455453390385333,10,45,218712,281,1.715188080697113e-23,2.220446049250313e-16,0.0,True
A2 coarse,8,0.0005091946731868951,11,55,253484,333,2.9100763249241037e-25,2.220446049250313e-16,0.0,True
A2 coarse,9,0.0005728440073352571,12,66,294668,419,4.222630430685136e-25,2.220446049250313e-16,0.0,True
A2 coarse,10,0.000636493341483619,13,78,338562,451,1.2993359524331494e-24,2.220446049250313e-16,0.0,True
A2 coarse,11,0.0007001426756319809,13,78,391126,488,9.466330862652142e-29,2.220446049250313e-16,0.0,True
A2 coarse,12,0.0007637920097803428,14,91,452175,577,1.4189233213601287e-23,2.220446049250313e-16,0.0,True
A2 coarse,13,0.0008274413439287047,15,105,519541,604,3.4997656287949145e-25,2.220446049250313e-16,0.0,True
A2 coarse,14,0.0008910906780770666,15,105,596906,777,1.0642680244517714e-25,2.220446049250313e-16,0.0,True
A2 coarse,15,0.0009547400122254285,16,120,684557,989,2.3224065049706588e-27,2.220446049250313e-16,0.0,True
A2 coarse,16,0.0010183893463737903,17,136,781908,1161,5.806016262426647e-28,2.220446049250313e-16,0.0,True
A2 coarse,17,0.001082038680522152,17,136,892744,1405,7.946669214834385e-26,2.220446049250313e-16,0.0,True
A2 coarse,18,0.001145688014670514,18,153,1017864,1703,1.9185097214975007e-27,2.220446049250313e-16,0.0,True
A2 coarse,19,0.0012093373488188757,19,171,1156310,2011,2.2592976325529778e-27,2.220446049250313e-16,0.0,True
A2 coarse,20,0.0012729866829672375,19,171,1311469,2289,1.8932661725304283e-29,2.220446049250313e-16,0.0,True
A2 coarse,21,0.0013366360171155993,20,190,1481858,2767,2.8398992587956425e-29,2.220446049250313e-16,0.0,True
A2 coarse,22,0.001400285351263961,21,210,1670520,3230,1.4199496293978212e-28,2.220446049250313e-16,0.0,True
A2 coarse,23,0.0014639346854123229,22,231,1875718,3534,1.5524782614749512e-27,2.220446049250313e-16,0.0,True
A2 coarse,24,0.0015275840195606847,22,231,2106724,3992,2.145701662201152e-28,2.220446049250313e-16,0.0,True
A2 coarse,25,0.0015912333537090465,23,253,2359775,4819,1.4988357199199224e-29,2.220446049250313e-16,0.0,True
A2 coarse,26,0.0016548826878574083,24,276,2637319,5427,2.601663265418897e-27,2.220446049250313e-16,0.0,True
A2 coarse,27,0.00171853202200577,25,300,2941502,6396,1.741804878727994e-27,2.220446049250313e-16,0.0,True
A2 coarse,28,0.0017821813561541319,25,300,3275627,7310,6.090006188306211e-28,2.220446049250313e-16,0.0,True
A2 coarse,29,0.0018458306903024937,26,325,3629849,8234,5.36425415550288e-29,2.220446049250313e-16,0.0,True
A2 coarse,30,0.0019094800244508555,26,325,4018125,9426,1.5871881413046758e-27,2.220446049250313e-16,0.0,True
A2 coarse,31,0.0019731293585992173,27,351,4438882,10971,8.64591552122229e-28,2.220446049250313e-16,0.0,True
A2 coarse,32,0.0020367786927475793,29,406,4889770,11517,2.6505726415425997e-28,2.220446049250313e-16,0.0,True
A2 coarse,33,0.0021004280268959413,30,435,5375335,14267,1.8427790745962836e-27,2.220446049250313e-16,0.0,True
A2 coarse,34,0.0021640773610443033,32,496,5899779,15856,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 coarse,35,0.0022277266951926653,33,528,6462468,17366,2.3665827156630354e-29,2.220446049250313e-16,0.0,True
A2 coarse,36,0.0022913760293410274,34,561,7069428,19476,2.208810534618833e-29,2.220446049250313e-16,0.0,True
A2 coarse,37,0.0023550253634893894,35,595,7702744,22460,7.573064690121713e-29,2.220446049250313e-16,0.0,True
A2 coarse,38,0.0024186746976377514,36,630,8388240,24440,1.8932661725304283e-29,2.220446049250313e-16,0.0,True
A2 coarse,39,0.0024823240317861134,39,741,9127451,27012,8.835242138475332e-29,2.220446049250313e-16,0.0,True
A2 coarse,40,0.0025459733659344754,39,741,9897764,30123,8.67746995743113e-30,2.220446049250313e-16,0.0,True
A2 coarse,41,0.0026096227000828374,39,741,10730221,33674,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 coarse,42,0.0026732720342311994,39,741,11608864,38041,5.36425415550288e-29,2.220446049250313e-16,0.0,True
A2 coarse,43,0.0027369213683795615,41,820,12541623,41512,1.135959703518257e-28,2.220446049250313e-16,0.0,True
A2 coarse,44,0.0028005707025279235,43,903,13540048,45760,1.8932661725304283e-29,2.220446049250313e-16,0.0,True
A2 coarse,45,0.0028642200366762855,43,903,14602437,51033,7.257520328033309e-29,2.220446049250313e-16,0.0,True
A2 coarse,46,0.0029278693708246475,43,903,15724663,54709,1.34106353887572e-28,2.220446049250313e-16,0.0,True
A2 coarse,47,0.0029915187049730095,45,990,16913322,59614,1.3252863207712998e-28,2.220446049250313e-16,0.0,True
A2 coarse,48,0.0030551680391213715,47,1081,18160863,67277,9.466330862652142e-29,2.220446049250313e-16,0.0,True
A2 coarse,49,0.0031188173732697336,48,1128,19472572,71745,8.04638123325432e-29,2.220446049250313e-16,0.0,True
A2 coarse,50,0.0031824667074180956,49,1176,20874930,79787,7.888609052210118e-30,2.220446049250313e-16,0.0,True
A2 coarse,51,0.0032461160415664576,51,1275,22351761,86548,1.0097419586828951e-28,2.220446049250313e-16,0.0,True
A2 coarse,52,0.0033097653757148196,53,1378,23905400,93596,1.1911799668837278e-28,2.220446049250313e-16,0.0,True
A2 coarse,53,0.0033734147098631816,58,1653,25567241,104222,5.553580772755923e-28,2.220446049250313e-16,0.0,True
A2 coarse,54,0.0034370640440115436,58,1653,27296493,115227,2.0194839173657902e-28,2.220446049250313e-16,0.0,True
A2 coarse,55,0.0035007133781599056,58,1653,29108988,120366,4.338734978715565e-29,2.220446049250313e-16,0.0,True
A2 coarse,56,0.0035643627123082677,59,1711,31039948,131214,6.310887241768095e-30,2.220446049250313e-16,0.0,True
A2 coarse,57,0.0036280120464566297,59,1711,32967638,136542,3.534096855390133e-28,2.220446049250313e-16,0.0,True
A2 coarse,58,0.0036916613806049917,61,1830,35108098,148345,2.208810534618833e-29,2.220446049250313e-16,0.0,True
A2 coarse,59,0.0037553107147533537,63,1953,37320470,162434,2.0510383535746307e-29,2.220446049250313e-16,0.0,True
A2 coarse,60,0.0038189600489017157,64,2016,39601690,173922,7.888609052210118e-30,2.220446049250313e-16,0.0,True
A2 coarse,61,0.0038826093830500777,66,2145,41978204,188759,4.733165431326071e-30,2.220446049250313e-16,0.0,True
A2 coarse,62,0.00394625871719844,68,2278,44474893,202934,2.7136815139602806e-28,2.220446049250313e-16,0.0,True
A2 coarse,63,0.004009908051346801,70,2415,47095975,218754,1.4515040656066617e-28,2.220446049250313e-16,0.0,True
A2 coarse,64,0.004073557385495163,70,2415,49763328,230742,9.466330862652142e-29,2.220446049250313e-16,0.0,True
A2 half dt,0,0.0,7,21,64824,26,0.001484508371975224,2.220446049250313e-16,0.0,True
A2 half dt,1,3.182466707418095e-05,7,21,81404,0,3.6970958495731036e-09,2.220446049250313e-16,0.0,True
A2 half dt,2,6.36493341483619e-05,8,28,99456,300,2.8099887709469947e-14,2.220446049250313e-16,0.0,True
A2 half dt,3,9.547400122254283e-05,9,36,119829,338,1.4083260454249606e-20,2.220446049250313e-16,0.0,True
A2 half dt,4,0.0001272986682967238,9,36,137780,148,9.332895223802173e-19,2.220446049250313e-16,0.0,True
A2 half dt,5,0.00015912333537090474,9,36,161746,266,1.4943480986913475e-18,2.220446049250313e-16,0.0,True
A2 half dt,6,0.0001909480024450857,10,45,189413,380,1.7348880478611753e-20,2.220446049250313e-16,0.0,True
A2 half dt,7,0.00022277266951926665,10,45,217104,240,2.5829199303108457e-25,2.220446049250313e-16,0.0,True
A2 half dt,8,0.0002545973365934476,11,55,251806,302,2.7547022810317732e-27,2.220446049250313e-16,0.0,True
A2 half dt,9,0.00028642200366762853,12,66,292710,451,1.0507942801905966e-24,2.220446049250313e-16,0.0,True
A2 half dt,10,0.0003182466707418095,13,78,335790,411,1.9917160135020106e-26,2.220446049250313e-16,0.0,True
A2 half dt,11,0.00035007133781599043,13,78,388343,460,9.466330862652142e-30,2.220446049250313e-16,0.0,True
A2 half dt,12,0.0003818960048901714,14,91,448963,616,1.304460392873465e-26,2.220446049250313e-16,0.0,True
A2 half dt,13,0.00041372067196435234,15,105,515119,599,7.560442915638177e-27,2.220446049250313e-16,0.0,True
A2 half dt,14,0.0004455453390385333,15,105,592034,678,1.735493991486226e-27,2.220446049250313e-16,0.0,True
A2 half dt,15,0.00047737000611271425,16,120,680276,881,2.524354896707238e-29,2.220446049250313e-16,0.0,True
A2 half dt,16,0.0005091946731868951,17,136,778356,1005,1.5240792688869948e-27,2.220446049250313e-16,0.0,True
A2 half dt,17,0.000541019340261076,17,136,888288,1203,5.679798517591285e-28,2.220446049250313e-16,0.0,True
A2 half dt,18,0.000572844007335257,18,153,1013114,1549,8.993014319519535e-29,2.220446049250313e-16,0.0,True
A2 half dt,19,0.0006046686744094378,19,171,1151363,1639,1.4357268475022415e-27,2.220446049250313e-16,0.0,True
A2 half dt,20,0.0006364933414836187,19,171,1305445,1830,3.871729322824726e-27,2.220446049250313e-16,0.0,True
A2 half dt,21,0.0006683180085577996,20,190,1474759,2558,3.470987982972452e-29,2.220446049250313e-16,0.0,True
A2 half dt,22,0.0007001426756319805,21,210,1661035,2810,7.888609052210118e-31,2.220446049250313e-16,0.0,True
A2 half dt,23,0.0007319673427061614,22,231,1872883,2888,6.232001151245993e-29,2.220446049250313e-16,0.0,True
A2 half dt,24,0.0007637920097803423,22,231,2104032,3723,9.553105562226453e-28,2.220446049250313e-16,0.0,True
A2 half dt,25,0.0007956166768545232,23,253,2353866,4148,2.7136815139602806e-28,2.220446049250313e-16,0.0,True
A2 half dt,26,0.0008274413439287041,24,276,2633992,4284,1.0886280492049963e-28,2.220446049250313e-16,0.0,True
A2 half dt,27,0.000859266011002885,24,276,2935002,5551,1.1107161545511846e-27,2.220446049250313e-16,0.0,True
A2 half dt,28,0.0008910906780770659,25,300,3260165,6742,3.155443620884047e-28,2.220446049250313e-16,0.0,True
A2 half dt,29,0.0009229153451512468,26,325,3610296,7091,1.0097419586828951e-28,2.220446049250313e-16,0.0,True
A2 half dt,30,0.0009547400122254277,26,325,3987998,8363,7.888609052210118e-30,2.220446049250313e-16,0.0,True
A2 half dt,31,0.0009865646792996086,27,351,4399902,10219,2.1236135568549638e-27,2.220446049250313e-16,0.0,True
A2 half dt,32,0.0010183893463737896,28,378,4843243,11060,5.427363027920561e-28,2.220446049250313e-16,0.0,True
A2 half dt,33,0.0010502140134479707,30,435,5323261,13065,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 half dt,34,0.0010820386805221517,31,465,5831435,14789,9.150786500563737e-29,2.220446049250313e-16,0.0,True
A2 half dt,35,0.0011138633475963327,33,528,6373963,16306,9.844984097158227e-28,2.220446049250313e-16,0.0,True
A2 half dt,36,0.0011456880146705137,34,561,6966242,18278,1.6913177807938493e-27,2.220446049250313e-16,0.0,True
A2 half dt,37,0.0011775126817446947,34,561,7597299,21125,1.735493991486226e-28,2.220446049250313e-16,0.0,True
A2 half dt,38,0.0012093373488188757,35,595,8265675,22834,3.7865323450608567e-28,2.220446049250313e-16,0.0,True
A2 half dt,39,0.0012411620158930567,36,630,8991320,25285,6.310887241768094e-29,2.220446049250313e-16,0.0,True
A2 half dt,40,0.0012729866829672377,38,703,9759768,29586,1.072850831100576e-28,2.220446049250313e-16,0.0,True
A2 half dt,41,0.0013048113500414187,39,741,10566306,30756,1.135959703518257e-28,2.220446049250313e-16,0.0,True
A2 half dt,42,0.0013366360171155997,39,741,11427824,34936,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 half dt,43,0.0013684606841897807,40,780,12359167,39839,1.3252863207712998e-28,2.220446049250313e-16,0.0,True
A2 half dt,44,0.0014002853512639617,42,861,13323313,42341,1.7039395552773855e-28,2.220446049250313e-16,0.0,True
A2 half dt,45,0.0014321100183381427,43,903,14363345,45838,2.8398992587956425e-29,2.220446049250313e-16,0.0,True
A2 half dt,46,0.0014639346854123238,43,903,15453506,50399,2.9030081312133234e-28,2.220446049250313e-16,0.0,True
A2 half dt,47,0.0014957593524865048,45,990,16612875,53129,7.967495142732219e-28,2.220446049250313e-16,0.0,True
A2 half dt,48,0.0015275840195606858,47,1081,17842598,59024,5.048709793414476e-29,2.220446049250313e-16,0.0,True
A2 half dt,49,0.0015594086866348668,48,1128,19132086,62390,1.5146129380243427e-28,2.220446049250313e-16,0.0,True
A2 half dt,50,0.0015912333537090478,49,1176,20494969,68103,1.3883951931889808e-28,2.220446049250313e-16,0.0,True
A2 half dt,51,0.0016230580207832288,51,1275,21904285,73662,5.679798517591285e-29,2.220446049250313e-16,0.0,True
A2 half dt,52,0.0016548826878574098,54,1431,23416011,78959,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 half dt,53,0.0016867073549315908,57,1596,25007020,85300,4.812051521848172e-29,2.220446049250313e-16,0.0,True
A2 half dt,54,0.0017185320220057718,58,1653,26676186,92499,1.4830585018155022e-28,2.220446049250313e-16,0.0,True
A2 half dt,55,0.0017503566890799528,58,1653,28432079,99954,1.0097419586828951e-28,2.220446049250313e-16,0.0,True
A2 half dt,56,0.0017821813561541338,58,1653,30253384,110003,5.206481974458678e-29,2.220446049250313e-16,0.0,True
A2 half dt,57,0.0018140060232283148,60,1770,32185571,114390,1.135959703518257e-28,2.220446049250313e-16,0.0,True
A2 half dt,58,0.0018458306903024958,61,1830,34234741,124349,3.9127500898962186e-28,2.220446049250313e-16,0.0,True
A2 half dt,59,0.0018776553573766769,62,1891,36370349,135682,3.7865323450608567e-29,2.220446049250313e-16,0.0,True
A2 half dt,60,0.0019094800244508579,63,1953,38604228,144970,5.048709793414476e-29,2.220446049250313e-16,0.0,True
A2 half dt,61,0.0019413046915250389,66,2145,40920861,157994,8.835242138475332e-29,2.220446049250313e-16,0.0,True
A2 half dt,62,0.00197312935859922,67,2211,43409018,169309,1.5777218104420236e-30,2.220446049250313e-16,0.0,True
A2 half dt,63,0.0020049540256734007,70,2415,45968433,178836,3.1554436208840472e-30,2.220446049250313e-16,0.0,True
A2 half dt,64,0.0020367786927475815,71,2485,48593814,194346,5.048709793414476e-29,2.220446049250313e-16,0.0,True
A2 half dt,65,0.0020686033598217623,73,2628,51329882,206302,4.417621069237666e-29,2.220446049250313e-16,0.0,True
A2 half dt,66,0.002100428026895943,75,2775,54212747,215034,6.310887241768094e-29,2.220446049250313e-16,0.0,True
A2 half dt,67,0.002132252693970124,76,2850,57167746,232627,1.262177448353619e-28,2.220446049250313e-16,0.0,True
A2 half dt,68,0.0021640773610443046,78,3003,60349694,249093,1.4199496293978212e-29,2.220446049250313e-16,0.0,True
A2 half dt,69,0.0021959020281184854,80,3160,63610769,262554,3.1554436208840472e-30,2.220446049250313e-16,0.0,True
A2 half dt,70,0.002227726695192666,81,3240,67000755,279751,4.733165431326071e-30,2.220446049250313e-16,0.0,True
A2 half dt,71,0.002259551362266847,83,3403,70531642,293750,3.3132158019282496e-29,2.220446049250313e-16,0.0,True
A2 half dt,72,0.002291376029341028,85,3570,74245765,315932,5.522026336547083e-29,2.220446049250313e-16,0.0,True
A2 half dt,73,0.0023232006964152086,87,3741,77995483,339610,4.1020767071492614e-29,2.220446049250313e-16,0.0,True
A2 half dt,74,0.0023550253634893894,89,3916,82023049,355582,1.135959703518257e-28,2.220446049250313e-16,0.0,True
A2 half dt,75,0.00238685003056357,91,4095,86123331,385269,4.1020767071492614e-29,2.220446049250313e-16,0.0,True
A2 half dt,76,0.002418674697637751,92,4186,90340289,399040,1.0097419586828951e-28,2.220446049250313e-16,0.0,True
A2 half dt,77,0.0024504993647119317,94,4371,94783365,425206,1.8932661725304283e-29,2.220446049250313e-16,0.0,True
A2 half dt,78,0.0024823240317861125,97,4656,99391736,457028,7.573064690121713e-29,2.220446049250313e-16,0.0,True
A2 half dt,79,0.0025141486988602933,99,4851,104165791,478066,6.468659422812297e-29,2.220446049250313e-16,0.0,True
A2 half dt,80,0.002545973365934474,102,5151,109128083,510687,5.98745427062748e-28,2.220446049250313e-16,0.0,True
A2 half dt,81,0.002577798033008655,103,5253,114236920,543288,8.283039504820624e-29,2.220446049250313e-16,0.0,True
A2 half dt,82,0.0026096227000828357,105,5460,119529560,575155,5.048709793414476e-29,2.220446049250313e-16,0.0,True
A2 half dt,83,0.0026414473671570165,107,5671,125040726,605192,4.4965071597597673e-29,2.220446049250313e-16,0.0,True
A2 half dt,84,0.0026732720342311973,110,5995,130731235,629832,4.401843851133246e-28,2.220446049250313e-16,0.0,True
A2 half dt,85,0.002705096701305378,112,6216,136734206,652266,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 half dt,86,0.002736921368379559,116,6670,142814910,684493,2.8398992587956425e-29,2.220446049250313e-16,0.0,True
A2 half dt,87,0.0027687460354537397,118,6903,149090123,718068,5.285368064980779e-29,2.220446049250313e-16,0.0,True
A2 half dt,88,0.0028005707025279204,120,7140,155567999,769727,6.310887241768095e-30,2.220446049250313e-16,0.0,True
A2 half dt,89,0.0028323953696021012,121,7260,162265964,811596,1.8143800820083272e-29,2.220446049250313e-16,0.0,True
A2 half dt,90,0.002864220036676282,124,7626,169333104,859932,2.2245877527232533e-28,2.220446049250313e-16,0.0,True
A2 half dt,91,0.002896044703750463,126,7875,176368303,906185,1.199068575935938e-28,2.220446049250313e-16,0.0,True
A2 half dt,92,0.0029278693708246436,128,8128,183420378,924601,5.048709793414476e-29,2.220446049250313e-16,0.0,True
A2 half dt,93,0.0029596940378988244,129,8256,191136487,977951,2.3665827156630354e-29,2.220446049250313e-16,0.0,True
A2 half dt,94,0.002991518704973005,131,8515,198925285,1006793,1.0097419586828951e-28,2.220446049250313e-16,0.0,True
A2 half dt,95,0.003023343372047186,133,8778,207035044,1038886,3.7865323450608567e-29,2.220446049250313e-16,0.0,True
A2 half dt,96,0.0030551680391213668,135,9045,215182239,1112048,1.4199496293978212e-29,2.220446049250313e-16,0.0,True
A2 half dt,97,0.0030869927061955476,138,9453,223740470,1167623,1.3883951931889808e-28,2.220446049250313e-16,0.0,True
A2 half dt,98,0.0031188173732697284,140,9730,232162881,1222413,1.5777218104420236e-30,2.220446049250313e-16,0.0,True
A2 half dt,99,0.003150642040343909,143,10153,240888386,1277504,3.1554436208840472e-30,2.220446049250313e-16,0.0,True
A2 half dt,100,0.00318246670741809,145,10440,249705865,1327140,4.890937612370273e-29,2.220446049250313e-16,0.0,True
A2 half dt,101,0.0032142913744922707,147,10731,258903246,1377203,7.573064690121713e-29,2.220446049250313e-16,0.0,True
A2 half dt,102,0.0032461160415664515,148,10878,268350155,1443449,5.600912427069184e-29,2.220446049250313e-16,0.0,True
A2 half dt,103,0.0032779407086406323,150,11175,277477054,1501852,5.048709793414476e-29,2.220446049250313e-16,0.0,True
A2 half dt,104,0.003309765375714813,153,11628,286962460,1567271,1.0886280492049963e-28,2.220446049250313e-16,0.0,True
A2 half dt,105,0.003341590042788994,155,11935,296236155,1642637,6.941975965944904e-29,2.220446049250313e-16,0.0,True
A2 half dt,106,0.0033734147098631747,157,12246,306185929,1690636,1.1044052673094165e-29,2.220446049250313e-16,0.0,True
A2 half dt,107,0.0034052393769373555,159,12561,315689977,1759105,1.4199496293978212e-29,2.220446049250313e-16,0.0,True
A2 half dt,108,0.0034370640440115363,160,12720,325310179,1832630,6.310887241768094e-29,2.220446049250313e-16,0.0,True
A2 half dt,109,0.003468888711085717,161,12880,334812010,1893489,8.04638123325432e-29,2.220446049250313e-16,0.0,True
A2 half dt,110,0.003500713378159898,163,13203,344170713,1996378,1.8932661725304283e-28,2.220446049250313e-16,0.0,True
A2 half dt,111,0.0035325380452340786,165,13530,353345933,2091505,1.5777218104420236e-29,2.220446049250313e-16,0.0,True
