case,active_grains,boundary_density,grain_area_cv,area_weighted_mean_radius,isolated_label_fraction
initial,200,0.09358723958333334,0.5268248940674796,8.419497314364811,0.0
A0,200,0.09351942274305555,0.5269968818245793,8.420013670666098,0.0
A2 coarse,200,0.09319390190972222,0.5276396826961054,8.421976684261018,2.712673611111111e-05
A2 half dt,200,0.09303114149305555,0.5280049458277096,8.423105486349053,2.712673611111111e-05
