case,crystal_frame_normal_degrees,gradient_weighted_density_per_radian,total_gradient_weight,harmonic_2,harmonic_4,harmonic_6,harmonic_8
initial,122.49999999999999,0.3313530101370587,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,127.50000000000001,0.33355235077093914,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,132.5,0.3291237852140872,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,137.5,0.32218546998046205,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,142.5,0.2876755603567611,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,147.49999999999997,0.29507641221407754,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,152.5,0.3724696784267036,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,157.5,0.3259668445512042,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,162.5,0.32113898680940944,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,167.5,0.28378680166084663,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,172.5,0.28414515745402846,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
initial,177.5,0.32643351838266493,10311.608112624344,0.027878015706983426,0.027409030643372856,0.008619372986090428,0.005774347127240273
A0,2.5,0.29482030211170684,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,7.499999999999999,0.32001519948566076,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,12.499999999999998,0.3037279695215166,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,17.5,0.3560614209342913,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,22.5,0.36446664202942336,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,27.5,0.33319807516073213,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,32.5,0.35363568935049333,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,37.49999999999999,0.3231714908461483,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,42.5,0.3121469934948736,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,47.5,0.38242868073254327,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,52.50000000000001,0.37691443075096637,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,57.5,0.3319707721097738,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,62.50000000000001,0.3210149111345011,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,67.5,0.3234056610195606,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,72.5,0.28572267723700673,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,77.5,0.28183390377031076,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,82.5,0.3051498924689672,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,87.5,0.3463711438801178,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,92.5,0.3095504849731588,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,97.49999999999999,0.2684251784412482,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,102.5,0.28032848159917323,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,107.5,0.3002059427141395,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,112.5,0.26945305317480517,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,117.5,0.3011150419810696,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,122.49999999999999,0.3305713395258289,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,127.50000000000001,0.33449722180543495,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,132.5,0.329520766949719,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,137.5,0.321999229389984,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,142.5,0.28712157140643313,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,147.49999999999997,0.29379037169455174,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,152.5,0.3721035154588464,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,157.5,0.32522945376217577,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,162.5,0.3248474306938571,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,167.5,0.28265620798904056,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,172.5,0.2786874627852472,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A0,177.5,0.332997292233158,10317.685859198096,0.027823533090790678,0.02738691347672837,0.008527857046882774,0.0057177737173783
A2 coarse,2.5,0.2800973959432699,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,7.499999999999999,0.3118987131868923,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,12.499999999999998,0.29669730633552394,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,17.5,0.3606435352381944,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,22.5,0.348967222450014,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,27.5,0.3382457520391926,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,32.5,0.3454729971513715,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,37.49999999999999,0.3245286823364767,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,42.5,0.3394363950140561,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,47.5,0.400978564730611,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,52.50000000000001,0.3723396327402685,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,57.5,0.3360004864137795,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,62.50000000000001,0.3109861003757573,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,67.5,0.3181360308230089,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,72.5,0.29423108346605154,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,77.5,0.2766624366004787,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,82.5,0.29876476622454856,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,87.5,0.3428314512352753,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,92.5,0.31287178101530005,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,97.49999999999999,0.2646541750965973,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,102.5,0.2824216603147186,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,107.5,0.28353246302475943,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,112.5,0.26828917595196844,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,117.5,0.2984340317991295,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,122.49999999999999,0.3336683358698639,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,127.50000000000001,0.3335082578179758,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,132.5,0.3540947803284738,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,137.5,0.32203659209833946,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,142.5,0.3005642751214552,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,147.49999999999997,0.2972984172910354,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,152.5,0.35985466752252954,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,157.5,0.33097198046630033,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,162.5,0.32324712569056757,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,167.5,0.2771588947376569,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,172.5,0.2770520985926216,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 coarse,177.5,0.34257863757240337,10388.792484235348,0.027164572704562365,0.03747147259463754,0.008658771965877114,0.012693597624487222
A2 half dt,2.5,0.2825709352749384,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,7.499999999999999,0.3051939700093316,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,12.499999999999998,0.2916709622204269,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,17.5,0.3571932042372801,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,22.5,0.3541560899194773,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,27.5,0.3288133720645016,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,32.5,0.3458592910953057,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,37.49999999999999,0.32536239026075553,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,42.5,0.3532554959636436,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,47.5,0.40859203833556434,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,52.50000000000001,0.3751163747780882,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,57.5,0.3326972487487498,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,62.50000000000001,0.31578820070403196,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,67.5,0.31426401746633015,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,72.5,0.29182714644680285,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,77.5,0.2711965996955279,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,82.5,0.3034277777965481,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,87.5,0.3358610394060698,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,92.5,0.31173133008780013,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,97.49999999999999,0.2620318733604572,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,102.5,0.27986853553330415,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,107.5,0.2815798549102997,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,112.5,0.2681315479907248,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,117.5,0.2982743945863111,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,122.49999999999999,0.3332836029306824,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,127.50000000000001,0.33659394075074667,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,132.5,0.35706526617332995,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,137.5,0.33430388311640397,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,142.5,0.30932351649575907,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,147.49999999999997,0.29854114506374174,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,152.5,0.35780263836447956,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,157.5,0.3259717830382622,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,162.5,0.3269243877339819,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,167.5,0.27646533375112975,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,172.5,0.2741361763183234,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
A2 half dt,177.5,0.33428053798735347,10475.208813584473,0.0266753690695199,0.043890952187036224,0.008693810213950628,0.017005386700654945
