regime,metric,metric_bin,time_bin,pairs,same_entity_fraction,same_gb_fraction,shared_tj_connectivity_fraction
C_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",826,0.0,0.0,0.004842615012106538
C_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",199,0.0,0.0,0.005025125628140704
C_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",555,0.0,0.0,0.0
C_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",661,0.0,0.0,0.0
C_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",2902,0.0,0.0,0.0
C_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",9,0.0,0.0,0.4444444444444444
C_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",15,0.0,0.0,0.3333333333333333
C_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",15,0.0,0.0,0.6666666666666666
C_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",86,0.0,0.011627906976744186,0.4186046511627907
C_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",498,0.0,0.0,0.002008032128514056
C_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",1418,0.0,0.0,0.0
C_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",1786,0.0,0.0,0.0005599104143337066
C_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",7356,0.0,0.0,0.0
C_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",22,0.0,0.0,0.18181818181818182
C_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",44,0.0,0.0,0.20454545454545456
C_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",53,0.0,0.0,0.16981132075471697
C_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",207,0.0,0.0,0.14492753623188406
GTSC_GB,distance,"(-inf, 4.0]","(-inf, 0.04]",4,0.5,0.5,0.5
GTSC_GB,distance,"(-inf, 4.0]","(0.04, 0.16]",12,0.3333333333333333,0.3333333333333333,0.6666666666666666
GTSC_GB,distance,"(-inf, 4.0]","(0.16, 0.32]",17,0.35294117647058826,0.35294117647058826,0.5882352941176471
GTSC_GB,distance,"(-inf, 4.0]","(0.32, 1.0]",37,0.5405405405405406,0.5405405405405406,0.40540540540540543
GTSC_GB,distance,"(16.0, 32.0]","(-inf, 0.04]",11,0.0,0.0,0.0
GTSC_GB,distance,"(16.0, 32.0]","(0.04, 0.16]",27,0.0,0.0,0.0
GTSC_GB,distance,"(16.0, 32.0]","(0.16, 0.32]",28,0.0,0.0,0.03571428571428571
GTSC_GB,distance,"(16.0, 32.0]","(0.32, 1.0]",112,0.0,0.0,0.017857142857142856
GTSC_GB,distance,"(32.0, 64.0]","(-inf, 0.04]",20,0.0,0.0,0.0
GTSC_GB,distance,"(32.0, 64.0]","(0.04, 0.16]",51,0.0,0.0,0.0
GTSC_GB,distance,"(32.0, 64.0]","(0.16, 0.32]",85,0.0,0.0,0.011764705882352941
GTSC_GB,distance,"(32.0, 64.0]","(0.32, 1.0]",305,0.0,0.0,0.0
GTSC_GB,distance,"(4.0, 8.0]","(0.04, 0.16]",3,0.0,0.0,1.0
GTSC_GB,distance,"(4.0, 8.0]","(0.16, 0.32]",4,0.0,0.0,0.75
GTSC_GB,distance,"(4.0, 8.0]","(0.32, 1.0]",14,0.0,0.0,0.8571428571428571
GTSC_GB,distance,"(64.0, inf]","(-inf, 0.04]",47,0.0,0.0,0.0
GTSC_GB,distance,"(64.0, inf]","(0.04, 0.16]",172,0.0,0.0,0.011627906976744186
GTSC_GB,distance,"(64.0, inf]","(0.16, 0.32]",233,0.0,0.0,0.0
GTSC_GB,distance,"(64.0, inf]","(0.32, 1.0]",971,0.0,0.0,0.0
GTSC_GB,distance,"(8.0, 16.0]","(-inf, 0.04]",2,0.0,0.0,0.0
GTSC_GB,distance,"(8.0, 16.0]","(0.04, 0.16]",5,0.0,0.0,0.2
GTSC_GB,distance,"(8.0, 16.0]","(0.16, 0.32]",5,0.0,0.0,0.4
GTSC_GB,distance,"(8.0, 16.0]","(0.32, 1.0]",27,0.0,0.0,0.25925925925925924
GTSC_GBTJ,distance,"(-inf, 4.0]","(-inf, 0.04]",10,0.1,0.0,1.0
GTSC_GBTJ,distance,"(-inf, 4.0]","(0.04, 0.16]",28,0.39285714285714285,0.17857142857142858,0.7857142857142857
GTSC_GBTJ,distance,"(-inf, 4.0]","(0.16, 0.32]",51,0.5686274509803921,0.1568627450980392,0.7843137254901961
GTSC_GBTJ,distance,"(-inf, 4.0]","(0.32, 1.0]",163,0.5276073619631901,0.15950920245398773,0.7423312883435583
GTSC_GBTJ,distance,"(16.0, 32.0]","(-inf, 0.04]",22,0.0,0.0,0.0
GTSC_GBTJ,distance,"(16.0, 32.0]","(0.04, 0.16]",66,0.0,0.0,0.0
GTSC_GBTJ,distance,"(16.0, 32.0]","(0.16, 0.32]",83,0.0,0.0,0.03614457831325301
GTSC_GBTJ,distance,"(16.0, 32.0]","(0.32, 1.0]",395,0.0,0.0,0.030379746835443037
GTSC_GBTJ,distance,"(32.0, 64.0]","(-inf, 0.04]",118,0.0,0.0,0.00847457627118644
GTSC_GBTJ,distance,"(32.0, 64.0]","(0.04, 0.16]",278,0.0,0.0,0.0035971223021582736
GTSC_GBTJ,distance,"(32.0, 64.0]","(0.16, 0.32]",321,0.0,0.0,0.0
GTSC_GBTJ,distance,"(32.0, 64.0]","(0.32, 1.0]",1501,0.0,0.0,0.0013324450366422385
GTSC_GBTJ,distance,"(4.0, 8.0]","(-inf, 0.04]",9,0.0,0.0,0.7777777777777778
GTSC_GBTJ,distance,"(4.0, 8.0]","(0.04, 0.16]",18,0.0,0.0,0.7777777777777778
GTSC_GBTJ,distance,"(4.0, 8.0]","(0.16, 0.32]",22,0.0,0.0,0.7727272727272727
GTSC_GBTJ,distance,"(4.0, 8.0]","(0.32, 1.0]",61,0.0,0.0,0.8032786885245902
GTSC_GBTJ,distance,"(64.0, inf]","(-inf, 0.04]",301,0.0,0.0,0.0
GTSC_GBTJ,distance,"(64.0, inf]","(0.04, 0.16]",798,0.0,0.0,0.0
GTSC_GBTJ,distance,"(64.0, inf]","(0.16, 0.32]",865,0.0,0.0,0.0
GTSC_GBTJ,distance,"(64.0, inf]","(0.32, 1.0]",4037,0.0,0.0,0.0
GTSC_GBTJ,distance,"(8.0, 16.0]","(-inf, 0.04]",12,0.0,0.0,0.16666666666666666
GTSC_GBTJ,distance,"(8.0, 16.0]","(0.04, 0.16]",29,0.0,0.0,0.3448275862068966
GTSC_GBTJ,distance,"(8.0, 16.0]","(0.16, 0.32]",31,0.0,0.0,0.4838709677419355
GTSC_GBTJ,distance,"(8.0, 16.0]","(0.32, 1.0]",112,0.0,0.0,0.25
C_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",8,1.0,1.0,0.0
C_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",6,1.0,1.0,0.0
C_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",33,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",1,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",4,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",5,1.0,1.0,0.0
C_GBTJ,gb_arclength_separation,"(6.0, 12.0]","(0.32, 1.0]",1,0.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(-inf, 0.04]",2,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",4,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",6,1.0,1.0,0.0
GTSC_GB,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",20,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.04, 0.16]",5,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.16, 0.32]",8,1.0,1.0,0.0
GTSC_GBTJ,gb_arclength_separation,"(-inf, 6.0]","(0.32, 1.0]",26,1.0,1.0,0.0
